,Name2,Name1,ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_Length,Location,Location_Og2,Name_corr
1329,Location 109,Location 35,12194,Location 109 - Location 35,109,35,98,195917.9805,YBUS_I80_180_11,Tisdale Weir,YBUS_I80_180_11-Tisdale Weir
1330,Location 109,Location 9,12125,Location 109 - Location 9,109,9,29,130713.6453,3A,Tisdale Weir,3A-Tisdale Weir
1331,Location 109,Location 36,12191,Location 109 - Location 36,109,36,95,195804.2902,YBUS_I80_180_12,Tisdale Weir,YBUS_I80_180_12-Tisdale Weir
1332,Location 109,Location 76,12164,Location 109 - Location 76,109,76,68,170943.0536,Abv_rstr,Tisdale Weir,Abv_rstr-Tisdale Weir
1333,Location 109,Location 97,12106,Location 109 - Location 97,109,97,10,58333.25901,St61,Tisdale Weir,St61-Tisdale Weir
1334,Location 109,Location 21,12114,Location 109 - Location 21,109,21,18,118025.0535,BF.2,Tisdale Weir,BF.2-Tisdale Weir
1335,Location 109,Location 110,12111,Location 109 - Location 110,109,110,15,63691.4509,Verona,Tisdale Weir,Verona-Tisdale Weir
1336,Location 109,Location 42,12187,Location 109 - Location 42,109,42,91,195268.2455,YBUS_I80_180_18,Tisdale Weir,YBUS_I80_180_18-Tisdale Weir
1337,Location 109,Location 34,12196,Location 109 - Location 34,109,34,100,196038.2387,YBUS_I80_180_10,Tisdale Weir,YBUS_I80_180_10-Tisdale Weir
1338,Location 109,Location 89,12144,Location 109 - Location 89,109,89,48,149997.0179,SBGD.2,Tisdale Weir,SBGD.2-Tisdale Weir
1339,Location 109,Location 11,12127,Location 109 - Location 11,109,11,31,130828.5746,3C,Tisdale Weir,3C-Tisdale Weir
1340,Location 109,Location 25,12149,Location 109 - Location 25,109,25,53,156591.6761,YB_BCW,Tisdale Weir,YB_BCW-Tisdale Weir
1341,Location 109,Location 87,12112,Location 109 - Location 87,109,87,16,63980.62671,SBF.1,Tisdale Weir,SBF.1-Tisdale Weir
1342,Location 109,Location 45,12200,Location 109 - Location 45,109,45,104,196226.294,YBUS_I80_180_4,Tisdale Weir,YBUS_I80_180_4-Tisdale Weir
1343,Location 109,Location 88,12113,Location 109 - Location 88,109,88,17,64086.10794,SBF.2,Tisdale Weir,SBF.2-Tisdale Weir
1344,Location 109,Location 68,12168,Location 109 - Location 68,109,68,72,189030.1288,MAL.6,Tisdale Weir,MAL.6-Tisdale Weir
1345,Location 11,Location 109,1232,Location 11 - Location 109,11,109,112,130828.5746,Tisdale Weir,3C,Tisdale Weir-3C
1346,Location 11,Location 15,1131,Location 11 - Location 15,11,15,11,5353.455465,5C,3C,5C-3C
1347,Location 11,Location 74,1169,Location 11 - Location 74,11,74,49,39884.44737,MOK.u,3C,MOK.u-3C
1348,Location 11,Location 104,1152,Location 11 - Location 104,11,104,32,25013.65175,STMD.2,3C,STMD.2-3C
1349,Location 11,Location 66,1177,Location 11 - Location 66,11,66,57,58285.18439,MAL.4,3C,MAL.4-3C
1350,Location 11,Location 43,1210,Location 11 - Location 43,11,43,90,65486.47442,YBUS_I80_180_2,3C,YBUS_I80_180_2-3C
1351,Location 11,Location 31,1150,Location 11 - Location 31,11,31,30,19081.11405,GEO.d,3C,GEO.d-3C
1352,Location 11,Location 102,1219,Location 11 - Location 102,11,102,99,72459.60604,St66,3C,St66-3C
1353,Location 11,Location 67,1176,Location 11 - Location 67,11,67,56,58257.90811,MAL.5,3C,MAL.5-3C
1354,Location 11,Location 2,1138,Location 11 - Location 2,11,2,18,7432.524825,1B,3C,1B-3C
1355,Location 11,Location 87,1214,Location 11 - Location 87,11,87,94,66847.94786,SBF.1,3C,SBF.1-3C
1356,Location 11,Location 106,1154,Location 11 - Location 106,11,106,34,25109.61777,STMD.4,3C,STMD.4-3C
1357,Location 11,Location 32,1148,Location 11 - Location 32,11,32,28,19000.08388,GEO.u,3C,GEO.u-3C
1358,Location 11,Location 21,1147,Location 11 - Location 21,11,21,27,12803.52105,BF.2,3C,BF.2-3C
1359,Location 11,Location 94,1228,Location 11 - Location 94,11,94,108,74097.46312,St54,3C,St54-3C
1360,Location 11,Location 107,1143,Location 11 - Location 107,11,107,23,9683.021087,STMU.1,3C,STMU.1-3C
1361,Location 11,Location 42,1194,Location 11 - Location 42,11,42,74,64439.67091,YBUS_I80_180_18,3C,YBUS_I80_180_18-3C
1362,Location 11,Location 110,1215,Location 11 - Location 110,11,110,95,67137.12367,Verona,3C,Verona-3C
1363,Location 11,Location 20,1146,Location 11 - Location 20,11,20,26,12797.13751,BF.1,3C,BF.1-3C
1364,Location 11,Location 105,1155,Location 11 - Location 105,11,105,35,25120.27263,STMD.3,3C,STMD.3-3C
1365,Location 11,Location 4,1136,Location 11 - Location 4,11,4,16,7343.354307,1D,3C,1D-3C
1366,Location 11,Location 8,1126,Location 11 - Location 8,11,8,6,4170.333381,2D,3C,2D-3C
1367,Location 11,Location 50,1202,Location 11 - Location 50,11,50,82,65089.40596,YBUS_I80_180_9,3C,YBUS_I80_180_9-3C
1368,Location 11,Location 10,1123,Location 11 - Location 10,11,10,3,101.5897772,3B,3C,3B-3C
1369,Location 11,Location 111,1217,Location 11 - Location 111,11,111,97,72388.62432,Yolo Bypass @ Fremont Weir,3C,Yolo Bypass @ Fremont Weir-3C
1370,Location 11,Location 11,1121,Location 11 - Location 11,11,11,1,0,3C,3C,3C-3C
1371,Location 11,Location 13,1130,Location 11 - Location 13,11,13,10,5274.196264,5A,3C,5A-3C
1372,Location 11,Location 44,1209,Location 11 - Location 44,11,44,89,65453.19908,YBUS_I80_180_3,3C,YBUS_I80_180_3-3C
1373,Location 11,Location 18,1168,Location 11 - Location 18,11,18,48,32937.43677,YB_ToeDrain_Base,3C,YB_ToeDrain_Base-3C
1374,Location 11,Location 19,1174,Location 11 - Location 19,11,19,54,54525.77326,Lisbon Weir 180kHz,3C,Lisbon Weir 180kHz-3C
1375,Location 11,Location 81,1139,Location 11 - Location 81,11,81,19,9333.470159,SACU.1,3C,SACU.1-3C
1376,Location 11,Location 88,1213,Location 11 - Location 88,11,88,93,66742.46664,SBF.2,3C,SBF.2-3C
1377,Location 11,Location 33,1211,Location 11 - Location 33,11,33,91,65523.50328,YBUS_I80_180_1,3C,YBUS_I80_180_1-3C
1378,Location 11,Location 16,1132,Location 11 - Location 16,11,16,12,5383.26824,5D,3C,5D-3C
1379,Location 11,Location 82,1140,Location 11 - Location 82,11,82,20,9333.470159,SACU.2,3C,SACU.2-3C
1380,Location 11,Location 55,1181,Location 11 - Location 55,11,55,61,58439.90436,MAL.10a,3C,MAL.10a-3C
1381,Location 11,Location 37,1199,Location 11 - Location 37,11,37,79,64975.7156,YBUS_I80_180_13,3C,YBUS_I80_180_13-3C
1382,Location 11,Location 49,1204,Location 11 - Location 49,11,49,84,65209.66408,YBUS_I80_180_8,3C,YBUS_I80_180_8-3C
1383,Location 11,Location 95,1226,Location 11 - Location 95,11,95,106,74069.75115,St55,3C,St55-3C
1384,Location 11,Location 56,1185,Location 11 - Location 56,11,56,65,58511.74344,MAL.10b,3C,MAL.10b-3C
1385,Location 11,Location 103,1153,Location 11 - Location 103,11,103,33,25024.32296,STMD.1,3C,STMD.1-3C
1386,Location 11,Location 68,1175,Location 11 - Location 68,11,68,55,58201.55423,MAL.6,3C,MAL.6-3C
1387,Location 11,Location 84,1141,Location 11 - Location 84,11,84,21,9442.386352,SACU.4,3C,SACU.4-3C
1388,Location 11,Location 30,1161,Location 11 - Location 30,11,30,41,26316.56027,CCH.2-HR2,3C,CCH.2-HR2-3C
1389,Location 11,Location 54,1179,Location 11 - Location 54,11,54,59,58353.28836,MAL.1,3C,MAL.1-3C
1390,Location 11,Location 27,1163,Location 11 - Location 27,11,27,43,26423.4881,CCH.1,3C,CCH.1-3C
1391,Location 11,Location 57,1183,Location 11 - Location 57,11,57,63,58479.55983,MAL.11a,3C,MAL.11a-3C
1392,Location 11,Location 91,1224,Location 11 - Location 91,11,91,104,74059.10384,St51,3C,St51-3C
1393,Location 11,Location 60,1186,Location 11 - Location 60,11,60,66,58543.15159,MAL.12b,3C,MAL.12b-3C
1394,Location 11,Location 24,1158,Location 11 - Location 24,11,24,38,26294.37646,YB_BCE2,3C,YB_BCE2-3C
1395,Location 11,Location 89,1151,Location 11 - Location 89,11,89,31,19168.44332,SBGD.2,3C,SBGD.2-3C
1396,Location 11,Location 17,1216,Location 11 - Location 17,11,17,96,67738.17908,Abv_swanston_180,3C,Abv_swanston_180-3C
1397,Location 11,Location 83,1142,Location 11 - Location 83,11,83,22,9453.241513,SACU.3,3C,SACU.3-3C
1398,Location 11,Location 76,1171,Location 11 - Location 76,11,76,51,40114.47903,Abv_rstr,3C,Abv_rstr-3C
1399,Location 11,Location 80,1164,Location 11 - Location 80,11,80,44,29719.15255,SACD.4,3C,SACD.4-3C
1400,Location 11,Location 108,1144,Location 11 - Location 108,11,108,24,9792.974244,STMU.2,3C,STMU.2-3C
1401,Location 11,Location 41,1195,Location 11 - Location 41,11,41,75,64534.67633,YBUS_I80_180_17,3C,YBUS_I80_180_17-3C
1402,Location 11,Location 1,1137,Location 11 - Location 1,11,1,17,7432.524825,1A,3C,1A-3C
1403,Location 11,Location 39,1197,Location 11 - Location 39,11,39,77,64815.43851,YBUS_I80_180_15,3C,YBUS_I80_180_15-3C
1404,Location 11,Location 79,1165,Location 11 - Location 79,11,79,45,29732.59548,SACD.3,3C,SACD.3-3C
1405,Location 11,Location 75,1230,Location 11 - Location 75,11,75,110,78529.00592,RD22,3C,RD22-3C
1406,Location 11,Location 12,1122,Location 11 - Location 12,11,12,2,0,3D,3C,3D-3C
1407,Location 11,Location 85,1134,Location 11 - Location 85,11,85,14,7259.641132,SBE.d,3C,SBE.d-3C
1408,Location 11,Location 25,1156,Location 11 - Location 25,11,25,36,25763.10156,YB_BCW,3C,YB_BCW-3C
1409,Location 11,Location 72,1187,Location 11 - Location 72,11,72,67,58558.6628,MAL.8b,3C,MAL.8b-3C
1410,Location 11,Location 40,1196,Location 11 - Location 40,11,40,76,64699.27675,YBUS_I80_180_16,3C,YBUS_I80_180_16-3C
1411,Location 11,Location 9,1124,Location 11 - Location 9,11,9,4,114.9292359,3A,3C,3A-3C
1412,Location 11,Location 78,1166,Location 11 - Location 78,11,78,46,29818.98884,SACD.2,3C,SACD.2-3C
1413,Location 11,Location 3,1135,Location 11 - Location 3,11,3,15,7326.166053,1C,3C,1C-3C
1414,Location 11,Location 99,1222,Location 11 - Location 99,11,99,102,72496.6097,St63,3C,St63-3C
1415,Location 11,Location 90,1149,Location 11 - Location 90,11,90,29,19074.12554,SBGU.2,3C,SBGU.2-3C
1416,Location 11,Location 96,1229,Location 11 - Location 96,11,96,109,74101.45036,St56,3C,St56-3C
1417,Location 11,Location 62,1193,Location 11 - Location 62,11,62,73,58656.84932,MAL.14,3C,MAL.14-3C
1418,Location 11,Location 28,1159,Location 11 - Location 28,11,28,39,26306.36451,CCH.1-HR2,3C,CCH.1-HR2-3C
1419,Location 11,Location 45,1207,Location 11 - Location 45,11,45,87,65397.71938,YBUS_I80_180_4,3C,YBUS_I80_180_4-3C
1420,Location 11,Location 48,1206,Location 11 - Location 48,11,48,86,65326.50371,YBUS_I80_180_7,3C,YBUS_I80_180_7-3C
1421,Location 11,Location 71,1182,Location 11 - Location 71,11,71,62,58462.82267,MAL.8a,3C,MAL.8a-3C
1422,Location 11,Location 97,1221,Location 11 - Location 97,11,97,101,72495.31557,St61,3C,St61-3C
1423,Location 11,Location 22,1145,Location 11 - Location 22,11,22,25,12720.62044,BF.4,3C,BF.4-3C
1424,Location 11,Location 61,1192,Location 11 - Location 61,11,61,72,58656.84932,MAL.13,3C,MAL.13-3C
1425,Location 11,Location 92,1227,Location 11 - Location 92,11,92,107,74092.22324,St52,3C,St52-3C
1426,Location 11,Location 14,1129,Location 11 - Location 14,11,14,9,5249.83691,5B,3C,5B-3C
1427,Location 11,Location 112,1231,Location 11 - Location 112,11,112,111,78549.64126,Yolo Bypass @ I5,3C,Yolo Bypass @ I5-3C
1428,Location 11,Location 93,1225,Location 11 - Location 93,11,93,105,74062.13091,St53,3C,St53-3C
1429,Location 11,Location 23,1157,Location 11 - Location 23,11,23,37,25787.68332,YB_BCE,3C,YB_BCE-3C
1430,Location 11,Location 47,1205,Location 11 - Location 47,11,47,85,65326.50371,YBUS_I80_180_6,3C,YBUS_I80_180_6-3C
1431,Location 11,Location 70,1190,Location 11 - Location 70,11,70,70,58598.58754,MAL.7b,3C,MAL.7b-3C
1432,Location 11,Location 101,1220,Location 11 - Location 101,11,101,100,72467.11594,St65,3C,St65-3C
1433,Location 11,Location 69,1184,Location 11 - Location 69,11,69,64,58499.53325,MAL.7a,3C,MAL.7a-3C
1434,Location 11,Location 6,1128,Location 11 - Location 6,11,6,8,4245.906124,2B,3C,2B-3C
1435,Location 11,Location 86,1133,Location 11 - Location 86,11,86,13,7163.942177,SBE.u,3C,SBE.u-3C
1436,Location 11,Location 52,1173,Location 11 - Location 52,11,52,53,43075.5897,LPS.d,3C,LPS.d-3C
1437,Location 11,Location 29,1162,Location 11 - Location 29,11,29,42,26412.4458,CCH.2,3C,CCH.2-3C
1438,Location 11,Location 46,1208,Location 11 - Location 46,11,46,88,65397.71938,YBUS_I80_180_5,3C,YBUS_I80_180_5-3C
1439,Location 11,Location 36,1198,Location 11 - Location 36,11,36,78,64975.7156,YBUS_I80_180_12,3C,YBUS_I80_180_12-3C
1440,Location 11,Location 53,1172,Location 11 - Location 53,11,53,52,42988.61075,LPS.u,3C,LPS.u-3C
1441,Location 11,Location 77,1167,Location 11 - Location 77,11,77,47,29835.36858,SACD.1,3C,SACD.1-3C
1442,Location 11,Location 65,1178,Location 11 - Location 65,11,65,58,58314.94675,MAL.2,3C,MAL.2-3C
1443,Location 11,Location 64,1189,Location 11 - Location 64,11,64,69,58573.71667,MAL.18,3C,MAL.18-3C
1444,Location 11,Location 59,1180,Location 11 - Location 59,11,59,60,58408.91596,MAL.12a,3C,MAL.12a-3C
1445,Location 11,Location 51,1212,Location 11 - Location 51,11,51,92,65543.4374,I80_1,3C,I80_1-3C
1446,Location 11,Location 63,1191,Location 11 - Location 63,11,63,71,58620.41344,MAL.17,3C,MAL.17-3C
1447,Location 11,Location 73,1170,Location 11 - Location 73,11,73,50,39990.32784,MOK.d,3C,MOK.d-3C
1448,Location 11,Location 38,1200,Location 11 - Location 38,11,38,80,64975.7156,YBUS_I80_180_14,3C,YBUS_I80_180_14-3C
1449,Location 11,Location 100,1218,Location 11 - Location 100,11,100,98,72454.56229,St64,3C,St64-3C
1450,Location 11,Location 34,1203,Location 11 - Location 34,11,34,83,65209.66408,YBUS_I80_180_10,3C,YBUS_I80_180_10-3C
1451,Location 11,Location 58,1188,Location 11 - Location 58,11,58,68,58573.71667,MAL.11b,3C,MAL.11b-3C
1452,Location 11,Location 7,1125,Location 11 - Location 7,11,7,5,4170.333381,2C,3C,2C-3C
1453,Location 11,Location 35,1201,Location 11 - Location 35,11,35,81,65089.40596,YBUS_I80_180_11,3C,YBUS_I80_180_11-3C
1454,Location 11,Location 98,1223,Location 11 - Location 98,11,98,103,72498.21224,St62,3C,St62-3C
1455,Location 11,Location 26,1160,Location 11 - Location 26,11,26,40,26316.56027,YB_BCW2,3C,YB_BCW2-3C
1456,Location 11,Location 5,1127,Location 11 - Location 5,11,5,7,4234.402546,2A,3C,2A-3C
1457,Location 110,Location 79,12270,Location 110 - Location 79,110,79,62,96869.71915,SACD.3,Verona,SACD.3-Verona
1458,Location 110,Location 46,12313,Location 110 - Location 46,110,46,105,132534.8431,YBUS_I80_180_5,Verona,YBUS_I80_180_5-Verona
1459,Location 110,Location 106,12259,Location 110 - Location 106,110,106,51,92246.74144,STMD.4,Verona,STMD.4-Verona
1460,Location 110,Location 73,12275,Location 110 - Location 73,110,73,67,107127.4515,MOK.d,Verona,MOK.d-Verona
1461,Location 110,Location 74,12274,Location 110 - Location 74,110,74,66,107021.571,MOK.u,Verona,MOK.u-Verona
1462,Location 110,Location 63,12296,Location 110 - Location 63,110,63,88,125757.5371,MAL.17,Verona,MAL.17-Verona
1463,Location 110,Location 13,12242,Location 110 - Location 13,110,13,34,72411.31994,5A,Verona,5A-Verona
1464,Location 110,Location 47,12310,Location 110 - Location 47,110,47,102,132463.6274,YBUS_I80_180_6,Verona,YBUS_I80_180_6-Verona
1465,Location 110,Location 111,12212,Location 110 - Location 111,110,111,4,5251.500648,Yolo Bypass @ Fremont Weir,Verona,Yolo Bypass @ Fremont Weir-Verona
1466,Location 110,Location 84,12249,Location 110 - Location 84,110,84,41,76579.51002,SACU.4,Verona,SACU.4-Verona
1467,Location 110,Location 81,12247,Location 110 - Location 81,110,81,39,76470.59383,SACU.1,Verona,SACU.1-Verona
1468,Location 110,Location 72,12292,Location 110 - Location 72,110,72,84,125695.7865,MAL.8b,Verona,MAL.8b-Verona
1469,Location 110,Location 20,12226,Location 110 - Location 20,110,20,18,54339.98616,BF.1,Verona,BF.1-Verona
1470,Location 110,Location 90,12254,Location 110 - Location 90,110,90,46,86211.24922,SBGU.2,Verona,SBGU.2-Verona
1471,Location 110,Location 51,12317,Location 110 - Location 51,110,51,109,132680.5611,I80_1,Verona,I80_1-Verona
1472,Location 110,Location 14,12241,Location 110 - Location 14,110,14,33,72386.96058,5B,Verona,5B-Verona
1473,Location 110,Location 64,12294,Location 110 - Location 64,110,64,86,125710.8403,MAL.18,Verona,MAL.18-Verona
1474,Location 110,Location 8,12235,Location 110 - Location 8,110,8,27,62966.79029,2D,Verona,2D-Verona
1475,Location 110,Location 12,12240,Location 110 - Location 12,110,12,32,67137.12367,3D,Verona,3D-Verona
1476,Location 110,Location 105,12260,Location 110 - Location 105,110,105,52,92257.3963,STMD.3,Verona,STMD.3-Verona
1477,Location 110,Location 56,12290,Location 110 - Location 56,110,56,82,125648.8671,MAL.10b,Verona,MAL.10b-Verona
1478,Location 110,Location 1,12228,Location 110 - Location 1,110,1,20,59704.59885,1A,Verona,1A-Verona
1479,Location 110,Location 31,12255,Location 110 - Location 31,110,31,47,86218.23773,GEO.d,Verona,GEO.d-Verona
1480,Location 110,Location 48,12311,Location 110 - Location 48,110,48,103,132463.6274,YBUS_I80_180_7,Verona,YBUS_I80_180_7-Verona
1481,Location 110,Location 6,12232,Location 110 - Location 6,110,6,24,62891.21755,2B,Verona,2B-Verona
1482,Location 110,Location 23,12262,Location 110 - Location 23,110,23,54,92924.80699,YB_BCE,Verona,YB_BCE-Verona
1483,Location 110,Location 66,12282,Location 110 - Location 66,110,66,74,125422.3081,MAL.4,Verona,MAL.4-Verona
1484,Location 110,Location 85,12246,Location 110 - Location 85,110,85,38,74396.7648,SBE.d,Verona,SBE.d-Verona
1485,Location 110,Location 15,12243,Location 110 - Location 15,110,15,35,72490.57914,5C,Verona,5C-Verona
1486,Location 110,Location 24,12263,Location 110 - Location 24,110,24,55,93431.50013,YB_BCE2,Verona,YB_BCE2-Verona
1487,Location 110,Location 55,12286,Location 110 - Location 55,110,55,78,125577.028,MAL.10a,Verona,MAL.10a-Verona
1488,Location 110,Location 104,12257,Location 110 - Location 104,110,104,49,92150.77542,STMD.2,Verona,STMD.2-Verona
1489,Location 110,Location 59,12285,Location 110 - Location 59,110,59,77,125546.0396,MAL.12a,Verona,MAL.12a-Verona
1490,Location 110,Location 101,12215,Location 110 - Location 101,110,101,7,5329.99227,St65,Verona,St65-Verona
1491,Location 110,Location 16,12244,Location 110 - Location 16,110,16,36,72520.39191,5D,Verona,5D-Verona
1492,Location 110,Location 92,12222,Location 110 - Location 92,110,92,14,6955.09957,St52,Verona,St52-Verona
1493,Location 110,Location 80,12269,Location 110 - Location 80,110,80,61,96856.27622,SACD.4,Verona,SACD.4-Verona
1494,Location 110,Location 50,12307,Location 110 - Location 50,110,50,99,132226.5296,YBUS_I80_180_9,Verona,YBUS_I80_180_9-Verona
1495,Location 110,Location 69,12289,Location 110 - Location 69,110,69,81,125636.6569,MAL.7a,Verona,MAL.7a-Verona
1496,Location 110,Location 57,12288,Location 110 - Location 57,110,57,80,125616.6835,MAL.11a,Verona,MAL.11a-Verona
1497,Location 110,Location 103,12258,Location 110 - Location 103,110,103,50,92161.44663,STMD.1,Verona,STMD.1-Verona
1498,Location 110,Location 58,12293,Location 110 - Location 58,110,58,85,125710.8403,MAL.11b,Verona,MAL.11b-Verona
1499,Location 110,Location 100,12213,Location 110 - Location 100,110,100,5,5317.438621,St64,Verona,St64-Verona
1500,Location 110,Location 21,12225,Location 110 - Location 21,110,21,17,54333.60262,BF.2,Verona,BF.2-Verona
1501,Location 110,Location 91,12219,Location 110 - Location 91,110,91,11,6921.980165,St51,Verona,St51-Verona
1502,Location 110,Location 37,12304,Location 110 - Location 37,110,37,96,132112.8393,YBUS_I80_180_13,Verona,YBUS_I80_180_13-Verona
1503,Location 110,Location 5,12233,Location 110 - Location 5,110,5,25,62902.72113,2A,Verona,2A-Verona
1504,Location 110,Location 65,12283,Location 110 - Location 65,110,65,75,125452.0704,MAL.2,Verona,MAL.2-Verona
1505,Location 110,Location 95,12221,Location 110 - Location 95,110,95,13,6932.627478,St55,Verona,St55-Verona
1506,Location 110,Location 102,12214,Location 110 - Location 102,110,102,6,5322.482371,St66,Verona,St66-Verona
1507,Location 110,Location 10,12238,Location 110 - Location 10,110,10,30,67035.5339,3B,Verona,3B-Verona
1508,Location 110,Location 87,12210,Location 110 - Location 87,110,87,2,289.1758115,SBF.1,Verona,SBF.1-Verona
1509,Location 110,Location 71,12287,Location 110 - Location 71,110,71,79,125599.9463,MAL.8a,Verona,MAL.8a-Verona
1510,Location 110,Location 17,12318,Location 110 - Location 17,110,17,110,134875.3028,Abv_swanston_180,Verona,Abv_swanston_180-Verona
1511,Location 110,Location 44,12314,Location 110 - Location 44,110,44,106,132590.3228,YBUS_I80_180_3,Verona,YBUS_I80_180_3-Verona
1512,Location 110,Location 49,12309,Location 110 - Location 49,110,49,101,132346.7878,YBUS_I80_180_8,Verona,YBUS_I80_180_8-Verona
1513,Location 110,Location 67,12281,Location 110 - Location 67,110,67,73,125395.0318,MAL.5,Verona,MAL.5-Verona
1514,Location 110,Location 4,12230,Location 110 - Location 4,110,4,22,59793.76937,1D,Verona,1D-Verona
1515,Location 110,Location 28,12264,Location 110 - Location 28,110,28,56,93443.48818,CCH.1-HR2,Verona,CCH.1-HR2-Verona
1516,Location 110,Location 86,12245,Location 110 - Location 86,110,86,37,74301.06585,SBE.u,Verona,SBE.u-Verona
1517,Location 110,Location 83,12250,Location 110 - Location 83,110,83,42,76590.36519,SACU.3,Verona,SACU.3-Verona
1518,Location 110,Location 2,12229,Location 110 - Location 2,110,2,21,59704.59885,1B,Verona,1B-Verona
1519,Location 110,Location 108,12252,Location 110 - Location 108,110,108,44,76930.09792,STMU.2,Verona,STMU.2-Verona
1520,Location 110,Location 75,12319,Location 110 - Location 75,110,75,111,145666.1296,RD22,Verona,RD22-Verona
1521,Location 110,Location 78,12271,Location 110 - Location 78,110,78,63,96956.11251,SACD.2,Verona,SACD.2-Verona
1522,Location 110,Location 62,12298,Location 110 - Location 62,110,62,90,125793.973,MAL.14,Verona,MAL.14-Verona
1523,Location 110,Location 93,12220,Location 110 - Location 93,110,93,12,6925.007234,St53,Verona,St53-Verona
1524,Location 110,Location 112,12320,Location 110 - Location 112,110,112,112,145686.7649,Yolo Bypass @ I5,Verona,Yolo Bypass @ I5-Verona
1525,Location 110,Location 27,12268,Location 110 - Location 27,110,27,60,93560.61177,CCH.1,Verona,CCH.1-Verona
1526,Location 110,Location 97,12216,Location 110 - Location 97,110,97,8,5358.191892,St61,Verona,St61-Verona
1527,Location 110,Location 7,12234,Location 110 - Location 7,110,7,26,62966.79029,2C,Verona,2C-Verona
1528,Location 110,Location 42,12299,Location 110 - Location 42,110,42,91,131576.7946,YBUS_I80_180_18,Verona,YBUS_I80_180_18-Verona
1529,Location 110,Location 30,12266,Location 110 - Location 30,110,30,58,93453.68394,CCH.2-HR2,Verona,CCH.2-HR2-Verona
1530,Location 110,Location 98,12218,Location 110 - Location 98,110,98,10,5361.088572,St62,Verona,St62-Verona
1531,Location 110,Location 61,12297,Location 110 - Location 61,110,61,89,125793.973,MAL.13,Verona,MAL.13-Verona
1532,Location 110,Location 70,12295,Location 110 - Location 70,110,70,87,125735.7112,MAL.7b,Verona,MAL.7b-Verona
1533,Location 110,Location 38,12305,Location 110 - Location 38,110,38,97,132112.8393,YBUS_I80_180_14,Verona,YBUS_I80_180_14-Verona
1534,Location 110,Location 26,12265,Location 110 - Location 26,110,26,57,93453.68394,YB_BCW2,Verona,YB_BCW2-Verona
1535,Location 110,Location 96,12224,Location 110 - Location 96,110,96,16,6964.326683,St56,Verona,St56-Verona
1536,Location 110,Location 99,12217,Location 110 - Location 99,110,99,9,5359.486027,St63,Verona,St63-Verona
1537,Location 110,Location 41,12300,Location 110 - Location 41,110,41,92,131671.8,YBUS_I80_180_17,Verona,YBUS_I80_180_17-Verona
1538,Location 110,Location 3,12231,Location 110 - Location 3,110,3,23,59810.95762,1C,Verona,1C-Verona
1539,Location 110,Location 76,12276,Location 110 - Location 76,110,76,68,107251.6027,Abv_rstr,Verona,Abv_rstr-Verona
1540,Location 110,Location 60,12291,Location 110 - Location 60,110,60,83,125680.2753,MAL.12b,Verona,MAL.12b-Verona
1541,Location 110,Location 107,12251,Location 110 - Location 107,110,107,43,76820.14476,STMU.1,Verona,STMU.1-Verona
1542,Location 110,Location 18,12273,Location 110 - Location 18,110,18,65,100074.5604,YB_ToeDrain_Base,Verona,YB_ToeDrain_Base-Verona
1543,Location 110,Location 77,12272,Location 110 - Location 77,110,77,64,96972.49225,SACD.1,Verona,SACD.1-Verona
1544,Location 110,Location 68,12280,Location 110 - Location 68,110,68,72,125338.6779,MAL.6,Verona,MAL.6-Verona
1545,Location 110,Location 89,12256,Location 110 - Location 89,110,89,48,86305.56699,SBGD.2,Verona,SBGD.2-Verona
1546,Location 110,Location 110,12209,Location 110 - Location 110,110,110,1,0,Verona,Verona,Verona-Verona
1547,Location 110,Location 29,12267,Location 110 - Location 29,110,29,59,93549.56947,CCH.2,Verona,CCH.2-Verona
1548,Location 110,Location 53,12277,Location 110 - Location 53,110,53,69,110125.7344,LPS.u,Verona,LPS.u-Verona
1549,Location 110,Location 9,12237,Location 110 - Location 9,110,9,29,67022.19444,3A,Verona,3A-Verona
1550,Location 110,Location 32,12253,Location 110 - Location 32,110,32,45,86137.20755,GEO.u,Verona,GEO.u-Verona
1551,Location 110,Location 39,12302,Location 110 - Location 39,110,39,94,131952.5622,YBUS_I80_180_15,Verona,YBUS_I80_180_15-Verona
1552,Location 110,Location 82,12248,Location 110 - Location 82,110,82,40,76470.59383,SACU.2,Verona,SACU.2-Verona
1553,Location 110,Location 35,12306,Location 110 - Location 35,110,35,98,132226.5296,YBUS_I80_180_11,Verona,YBUS_I80_180_11-Verona
1554,Location 110,Location 94,12223,Location 110 - Location 94,110,94,15,6960.339444,St54,Verona,St54-Verona
1555,Location 110,Location 11,12239,Location 110 - Location 11,110,11,31,67137.12367,3C,Verona,3C-Verona
1556,Location 110,Location 45,12312,Location 110 - Location 45,110,45,104,132534.8431,YBUS_I80_180_4,Verona,YBUS_I80_180_4-Verona
1557,Location 110,Location 52,12278,Location 110 - Location 52,110,52,70,110212.7134,LPS.d,Verona,LPS.d-Verona
1558,Location 110,Location 25,12261,Location 110 - Location 25,110,25,53,92900.22523,YB_BCW,Verona,YB_BCW-Verona
1559,Location 110,Location 22,12227,Location 110 - Location 22,110,22,19,54416.50324,BF.4,Verona,BF.4-Verona
1560,Location 110,Location 43,12315,Location 110 - Location 43,110,43,107,132623.5981,YBUS_I80_180_2,Verona,YBUS_I80_180_2-Verona
