,Name2,Name1,ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_Length,Location,Location_Og2,Name_corr
1561,Location 110,Location 34,12308,Location 110 - Location 34,110,34,100,132346.7878,YBUS_I80_180_10,Verona,YBUS_I80_180_10-Verona
1562,Location 110,Location 109,12236,Location 110 - Location 109,110,109,28,63691.4509,Tisdale Weir,Verona,Tisdale Weir-Verona
1563,Location 110,Location 88,12211,Location 110 - Location 88,110,88,3,394.6570328,SBF.2,Verona,SBF.2-Verona
1564,Location 110,Location 33,12316,Location 110 - Location 33,110,33,108,132660.627,YBUS_I80_180_1,Verona,YBUS_I80_180_1-Verona
1565,Location 110,Location 54,12284,Location 110 - Location 54,110,54,76,125490.412,MAL.1,Verona,MAL.1-Verona
1566,Location 110,Location 40,12301,Location 110 - Location 40,110,40,93,131836.4004,YBUS_I80_180_16,Verona,YBUS_I80_180_16-Verona
1567,Location 110,Location 36,12303,Location 110 - Location 36,110,36,95,132112.8393,YBUS_I80_180_12,Verona,YBUS_I80_180_12-Verona
1568,Location 110,Location 19,12279,Location 110 - Location 19,110,19,71,121662.8969,Lisbon Weir 180kHz,Verona,Lisbon Weir 180kHz-Verona
1569,Location 111,Location 23,12374,Location 111 - Location 23,111,23,54,98176.30764,YB_BCE,Yolo Bypass @ Fremont Weir,YB_BCE-Yolo Bypass @ Fremont Weir
1570,Location 111,Location 20,12339,Location 111 - Location 20,111,20,19,59591.48681,BF.1,Yolo Bypass @ Fremont Weir,BF.1-Yolo Bypass @ Fremont Weir
1571,Location 111,Location 72,12404,Location 111 - Location 72,111,72,84,130947.2871,MAL.8b,Yolo Bypass @ Fremont Weir,MAL.8b-Yolo Bypass @ Fremont Weir
1572,Location 111,Location 105,12372,Location 111 - Location 105,111,105,52,97508.89695,STMD.3,Yolo Bypass @ Fremont Weir,STMD.3-Yolo Bypass @ Fremont Weir
1573,Location 111,Location 47,12422,Location 111 - Location 47,111,47,102,137715.128,YBUS_I80_180_6,Yolo Bypass @ Fremont Weir,YBUS_I80_180_6-Yolo Bypass @ Fremont Weir
1574,Location 111,Location 82,12360,Location 111 - Location 82,111,82,40,81722.09448,SACU.2,Yolo Bypass @ Fremont Weir,SACU.2-Yolo Bypass @ Fremont Weir
1575,Location 111,Location 84,12361,Location 111 - Location 84,111,84,41,81831.01067,SACU.4,Yolo Bypass @ Fremont Weir,SACU.4-Yolo Bypass @ Fremont Weir
1576,Location 111,Location 96,12333,Location 111 - Location 96,111,96,13,1712.826035,St56,Yolo Bypass @ Fremont Weir,St56-Yolo Bypass @ Fremont Weir
1577,Location 111,Location 57,12400,Location 111 - Location 57,111,57,80,130868.1841,MAL.11a,Yolo Bypass @ Fremont Weir,MAL.11a-Yolo Bypass @ Fremont Weir
1578,Location 111,Location 86,12357,Location 111 - Location 86,111,86,37,79552.5665,SBE.u,Yolo Bypass @ Fremont Weir,SBE.u-Yolo Bypass @ Fremont Weir
1579,Location 111,Location 85,12358,Location 111 - Location 85,111,85,38,79648.26545,SBE.d,Yolo Bypass @ Fremont Weir,SBE.d-Yolo Bypass @ Fremont Weir
1580,Location 111,Location 73,12387,Location 111 - Location 73,111,73,67,112378.9522,MOK.d,Yolo Bypass @ Fremont Weir,MOK.d-Yolo Bypass @ Fremont Weir
1581,Location 111,Location 46,12425,Location 111 - Location 46,111,46,105,137786.3437,YBUS_I80_180_5,Yolo Bypass @ Fremont Weir,YBUS_I80_180_5-Yolo Bypass @ Fremont Weir
1582,Location 111,Location 75,12431,Location 111 - Location 75,111,75,111,150917.6302,RD22,Yolo Bypass @ Fremont Weir,RD22-Yolo Bypass @ Fremont Weir
1583,Location 111,Location 15,12355,Location 111 - Location 15,111,15,35,77742.07979,5C,Yolo Bypass @ Fremont Weir,5C-Yolo Bypass @ Fremont Weir
1584,Location 111,Location 56,12402,Location 111 - Location 56,111,56,82,130900.3678,MAL.10b,Yolo Bypass @ Fremont Weir,MAL.10b-Yolo Bypass @ Fremont Weir
1585,Location 111,Location 83,12362,Location 111 - Location 83,111,83,42,81841.86583,SACU.3,Yolo Bypass @ Fremont Weir,SACU.3-Yolo Bypass @ Fremont Weir
1586,Location 111,Location 28,12376,Location 111 - Location 28,111,28,56,98694.98883,CCH.1-HR2,Yolo Bypass @ Fremont Weir,CCH.1-HR2-Yolo Bypass @ Fremont Weir
1587,Location 111,Location 2,12342,Location 111 - Location 2,111,2,22,64956.0995,1B,Yolo Bypass @ Fremont Weir,1B-Yolo Bypass @ Fremont Weir
1588,Location 111,Location 13,12354,Location 111 - Location 13,111,13,34,77662.82058,5A,Yolo Bypass @ Fremont Weir,5A-Yolo Bypass @ Fremont Weir
1589,Location 111,Location 6,12345,Location 111 - Location 6,111,6,25,68142.7182,2B,Yolo Bypass @ Fremont Weir,2B-Yolo Bypass @ Fremont Weir
1590,Location 111,Location 106,12371,Location 111 - Location 106,111,106,51,97498.24209,STMD.4,Yolo Bypass @ Fremont Weir,STMD.4-Yolo Bypass @ Fremont Weir
1591,Location 111,Location 103,12370,Location 111 - Location 103,111,103,50,97412.94728,STMD.1,Yolo Bypass @ Fremont Weir,STMD.1-Yolo Bypass @ Fremont Weir
1592,Location 111,Location 14,12353,Location 111 - Location 14,111,14,33,77638.46123,5B,Yolo Bypass @ Fremont Weir,5B-Yolo Bypass @ Fremont Weir
1593,Location 111,Location 66,12394,Location 111 - Location 66,111,66,74,130673.8087,MAL.4,Yolo Bypass @ Fremont Weir,MAL.4-Yolo Bypass @ Fremont Weir
1594,Location 111,Location 24,12375,Location 111 - Location 24,111,24,55,98683.00078,YB_BCE2,Yolo Bypass @ Fremont Weir,YB_BCE2-Yolo Bypass @ Fremont Weir
1595,Location 111,Location 104,12369,Location 111 - Location 104,111,104,49,97402.27607,STMD.2,Yolo Bypass @ Fremont Weir,STMD.2-Yolo Bypass @ Fremont Weir
1596,Location 111,Location 67,12393,Location 111 - Location 67,111,67,73,130646.5324,MAL.5,Yolo Bypass @ Fremont Weir,MAL.5-Yolo Bypass @ Fremont Weir
1597,Location 111,Location 4,12343,Location 111 - Location 4,111,4,23,65045.27001,1D,Yolo Bypass @ Fremont Weir,1D-Yolo Bypass @ Fremont Weir
1598,Location 111,Location 59,12397,Location 111 - Location 59,111,59,77,130797.5403,MAL.12a,Yolo Bypass @ Fremont Weir,MAL.12a-Yolo Bypass @ Fremont Weir
1599,Location 111,Location 74,12386,Location 111 - Location 74,111,74,66,112273.0717,MOK.u,Yolo Bypass @ Fremont Weir,MOK.u-Yolo Bypass @ Fremont Weir
1600,Location 111,Location 102,12323,Location 111 - Location 102,111,102,3,70.98172358,St66,Yolo Bypass @ Fremont Weir,St66-Yolo Bypass @ Fremont Weir
1601,Location 111,Location 43,12427,Location 111 - Location 43,111,43,107,137875.0987,YBUS_I80_180_2,Yolo Bypass @ Fremont Weir,YBUS_I80_180_2-Yolo Bypass @ Fremont Weir
1602,Location 111,Location 81,12359,Location 111 - Location 81,111,81,39,81722.09448,SACU.1,Yolo Bypass @ Fremont Weir,SACU.1-Yolo Bypass @ Fremont Weir
1603,Location 111,Location 50,12419,Location 111 - Location 50,111,50,99,137478.0303,YBUS_I80_180_9,Yolo Bypass @ Fremont Weir,YBUS_I80_180_9-Yolo Bypass @ Fremont Weir
1604,Location 111,Location 17,12430,Location 111 - Location 17,111,17,110,140126.8034,Abv_swanston_180,Yolo Bypass @ Fremont Weir,Abv_swanston_180-Yolo Bypass @ Fremont Weir
1605,Location 111,Location 63,12408,Location 111 - Location 63,111,63,88,131009.0378,MAL.17,Yolo Bypass @ Fremont Weir,MAL.17-Yolo Bypass @ Fremont Weir
1606,Location 111,Location 3,12344,Location 111 - Location 3,111,3,24,65062.45827,1C,Yolo Bypass @ Fremont Weir,1C-Yolo Bypass @ Fremont Weir
1607,Location 111,Location 58,12405,Location 111 - Location 58,111,58,85,130962.341,MAL.11b,Yolo Bypass @ Fremont Weir,MAL.11b-Yolo Bypass @ Fremont Weir
1608,Location 111,Location 27,12380,Location 111 - Location 27,111,27,60,98812.11242,CCH.1,Yolo Bypass @ Fremont Weir,CCH.1-Yolo Bypass @ Fremont Weir
1609,Location 111,Location 100,12322,Location 111 - Location 100,111,100,2,65.93797376,St64,Yolo Bypass @ Fremont Weir,St64-Yolo Bypass @ Fremont Weir
1610,Location 111,Location 30,12378,Location 111 - Location 30,111,30,58,98705.18459,CCH.2-HR2,Yolo Bypass @ Fremont Weir,CCH.2-HR2-Yolo Bypass @ Fremont Weir
1611,Location 111,Location 5,12346,Location 111 - Location 5,111,5,26,68154.22177,2A,Yolo Bypass @ Fremont Weir,2A-Yolo Bypass @ Fremont Weir
1612,Location 111,Location 61,12409,Location 111 - Location 61,111,61,89,131045.4736,MAL.13,Yolo Bypass @ Fremont Weir,MAL.13-Yolo Bypass @ Fremont Weir
1613,Location 111,Location 16,12356,Location 111 - Location 16,111,16,36,77771.89256,5D,Yolo Bypass @ Fremont Weir,5D-Yolo Bypass @ Fremont Weir
1614,Location 111,Location 92,12331,Location 111 - Location 92,111,92,11,1703.598923,St52,Yolo Bypass @ Fremont Weir,St52-Yolo Bypass @ Fremont Weir
1615,Location 111,Location 65,12395,Location 111 - Location 65,111,65,75,130703.5711,MAL.2,Yolo Bypass @ Fremont Weir,MAL.2-Yolo Bypass @ Fremont Weir
1616,Location 111,Location 111,12321,Location 111 - Location 111,111,111,1,0,Yolo Bypass @ Fremont Weir,Yolo Bypass @ Fremont Weir,Yolo Bypass @ Fremont Weir-Yolo Bypass @ Fremont Weir
1617,Location 111,Location 26,12377,Location 111 - Location 26,111,26,57,98705.18459,YB_BCW2,Yolo Bypass @ Fremont Weir,YB_BCW2-Yolo Bypass @ Fremont Weir
1618,Location 111,Location 109,12337,Location 111 - Location 109,111,109,17,58439.95026,Tisdale Weir,Yolo Bypass @ Fremont Weir,Tisdale Weir-Yolo Bypass @ Fremont Weir
1619,Location 111,Location 90,12366,Location 111 - Location 90,111,90,46,91462.74986,SBGU.2,Yolo Bypass @ Fremont Weir,SBGU.2-Yolo Bypass @ Fremont Weir
1620,Location 111,Location 49,12421,Location 111 - Location 49,111,49,101,137598.2884,YBUS_I80_180_8,Yolo Bypass @ Fremont Weir,YBUS_I80_180_8-Yolo Bypass @ Fremont Weir
1621,Location 111,Location 60,12403,Location 111 - Location 60,111,60,83,130931.7759,MAL.12b,Yolo Bypass @ Fremont Weir,MAL.12b-Yolo Bypass @ Fremont Weir
1622,Location 111,Location 21,12338,Location 111 - Location 21,111,21,18,59585.10327,BF.2,Yolo Bypass @ Fremont Weir,BF.2-Yolo Bypass @ Fremont Weir
1623,Location 111,Location 91,12328,Location 111 - Location 91,111,91,8,1670.479517,St51,Yolo Bypass @ Fremont Weir,St51-Yolo Bypass @ Fremont Weir
1624,Location 111,Location 64,12406,Location 111 - Location 64,111,64,86,130962.341,MAL.18,Yolo Bypass @ Fremont Weir,MAL.18-Yolo Bypass @ Fremont Weir
1625,Location 111,Location 8,12348,Location 111 - Location 8,111,8,28,68218.29094,2D,Yolo Bypass @ Fremont Weir,2D-Yolo Bypass @ Fremont Weir
1626,Location 111,Location 1,12341,Location 111 - Location 1,111,1,21,64956.0995,1A,Yolo Bypass @ Fremont Weir,1A-Yolo Bypass @ Fremont Weir
1627,Location 111,Location 68,12392,Location 111 - Location 68,111,68,72,130590.1786,MAL.6,Yolo Bypass @ Fremont Weir,MAL.6-Yolo Bypass @ Fremont Weir
1628,Location 111,Location 29,12379,Location 111 - Location 29,111,29,59,98801.07012,CCH.2,Yolo Bypass @ Fremont Weir,CCH.2-Yolo Bypass @ Fremont Weir
1629,Location 111,Location 87,12335,Location 111 - Location 87,111,87,15,5540.676459,SBF.1,Yolo Bypass @ Fremont Weir,SBF.1-Yolo Bypass @ Fremont Weir
1630,Location 111,Location 71,12399,Location 111 - Location 71,111,71,79,130851.447,MAL.8a,Yolo Bypass @ Fremont Weir,MAL.8a-Yolo Bypass @ Fremont Weir
1631,Location 111,Location 10,12350,Location 111 - Location 10,111,10,30,72287.03454,3B,Yolo Bypass @ Fremont Weir,3B-Yolo Bypass @ Fremont Weir
1632,Location 111,Location 35,12418,Location 111 - Location 35,111,35,98,137478.0303,YBUS_I80_180_11,Yolo Bypass @ Fremont Weir,YBUS_I80_180_11-Yolo Bypass @ Fremont Weir
1633,Location 111,Location 69,12401,Location 111 - Location 69,111,69,81,130888.1576,MAL.7a,Yolo Bypass @ Fremont Weir,MAL.7a-Yolo Bypass @ Fremont Weir
1634,Location 111,Location 79,12382,Location 111 - Location 79,111,79,62,102121.2198,SACD.3,Yolo Bypass @ Fremont Weir,SACD.3-Yolo Bypass @ Fremont Weir
1635,Location 111,Location 55,12398,Location 111 - Location 55,111,55,78,130828.5287,MAL.10a,Yolo Bypass @ Fremont Weir,MAL.10a-Yolo Bypass @ Fremont Weir
1636,Location 111,Location 36,12415,Location 111 - Location 36,111,36,95,137364.3399,YBUS_I80_180_12,Yolo Bypass @ Fremont Weir,YBUS_I80_180_12-Yolo Bypass @ Fremont Weir
1637,Location 111,Location 11,12351,Location 111 - Location 11,111,11,31,72388.62432,3C,Yolo Bypass @ Fremont Weir,3C-Yolo Bypass @ Fremont Weir
1638,Location 111,Location 98,12327,Location 111 - Location 98,111,98,7,109.5879245,St62,Yolo Bypass @ Fremont Weir,St62-Yolo Bypass @ Fremont Weir
1639,Location 111,Location 70,12407,Location 111 - Location 70,111,70,87,130987.2119,MAL.7b,Yolo Bypass @ Fremont Weir,MAL.7b-Yolo Bypass @ Fremont Weir
1640,Location 111,Location 101,12324,Location 111 - Location 101,111,101,4,78.49162195,St65,Yolo Bypass @ Fremont Weir,St65-Yolo Bypass @ Fremont Weir
1641,Location 111,Location 19,12391,Location 111 - Location 19,111,19,71,126914.3976,Lisbon Weir 180kHz,Yolo Bypass @ Fremont Weir,Lisbon Weir 180kHz-Yolo Bypass @ Fremont Weir
1642,Location 111,Location 78,12383,Location 111 - Location 78,111,78,63,102207.6132,SACD.2,Yolo Bypass @ Fremont Weir,SACD.2-Yolo Bypass @ Fremont Weir
1643,Location 111,Location 9,12349,Location 111 - Location 9,111,9,29,72273.69508,3A,Yolo Bypass @ Fremont Weir,3A-Yolo Bypass @ Fremont Weir
1644,Location 111,Location 48,12423,Location 111 - Location 48,111,48,103,137715.128,YBUS_I80_180_7,Yolo Bypass @ Fremont Weir,YBUS_I80_180_7-Yolo Bypass @ Fremont Weir
1645,Location 111,Location 53,12389,Location 111 - Location 53,111,53,69,115377.2351,LPS.u,Yolo Bypass @ Fremont Weir,LPS.u-Yolo Bypass @ Fremont Weir
1646,Location 111,Location 44,12426,Location 111 - Location 44,111,44,106,137841.8234,YBUS_I80_180_3,Yolo Bypass @ Fremont Weir,YBUS_I80_180_3-Yolo Bypass @ Fremont Weir
1647,Location 111,Location 97,12325,Location 111 - Location 97,111,97,5,106.6912447,St61,Yolo Bypass @ Fremont Weir,St61-Yolo Bypass @ Fremont Weir
1648,Location 111,Location 7,12347,Location 111 - Location 7,111,7,27,68218.29094,2C,Yolo Bypass @ Fremont Weir,2C-Yolo Bypass @ Fremont Weir
1649,Location 111,Location 54,12396,Location 111 - Location 54,111,54,76,130741.9127,MAL.1,Yolo Bypass @ Fremont Weir,MAL.1-Yolo Bypass @ Fremont Weir
1650,Location 111,Location 18,12385,Location 111 - Location 18,111,18,65,105326.0611,YB_ToeDrain_Base,Yolo Bypass @ Fremont Weir,YB_ToeDrain_Base-Yolo Bypass @ Fremont Weir
1651,Location 111,Location 77,12384,Location 111 - Location 77,111,77,64,102223.9929,SACD.1,Yolo Bypass @ Fremont Weir,SACD.1-Yolo Bypass @ Fremont Weir
1652,Location 111,Location 89,12368,Location 111 - Location 89,111,89,48,91557.06764,SBGD.2,Yolo Bypass @ Fremont Weir,SBGD.2-Yolo Bypass @ Fremont Weir
1653,Location 111,Location 108,12364,Location 111 - Location 108,111,108,44,82181.59856,STMU.2,Yolo Bypass @ Fremont Weir,STMU.2-Yolo Bypass @ Fremont Weir
1654,Location 111,Location 95,12330,Location 111 - Location 95,111,95,10,1681.126831,St55,Yolo Bypass @ Fremont Weir,St55-Yolo Bypass @ Fremont Weir
1655,Location 111,Location 110,12334,Location 111 - Location 110,111,110,14,5251.500648,Verona,Yolo Bypass @ Fremont Weir,Verona-Yolo Bypass @ Fremont Weir
1656,Location 111,Location 38,12417,Location 111 - Location 38,111,38,97,137364.3399,YBUS_I80_180_14,Yolo Bypass @ Fremont Weir,YBUS_I80_180_14-Yolo Bypass @ Fremont Weir
1657,Location 111,Location 80,12381,Location 111 - Location 80,111,80,61,102107.7769,SACD.4,Yolo Bypass @ Fremont Weir,SACD.4-Yolo Bypass @ Fremont Weir
1658,Location 111,Location 32,12365,Location 111 - Location 32,111,32,45,91388.7082,GEO.u,Yolo Bypass @ Fremont Weir,GEO.u-Yolo Bypass @ Fremont Weir
1659,Location 111,Location 62,12410,Location 111 - Location 62,111,62,90,131045.4736,MAL.14,Yolo Bypass @ Fremont Weir,MAL.14-Yolo Bypass @ Fremont Weir
1660,Location 111,Location 76,12388,Location 111 - Location 76,111,76,68,112503.1033,Abv_rstr,Yolo Bypass @ Fremont Weir,Abv_rstr-Yolo Bypass @ Fremont Weir
1661,Location 111,Location 88,12336,Location 111 - Location 88,111,88,16,5646.15768,SBF.2,Yolo Bypass @ Fremont Weir,SBF.2-Yolo Bypass @ Fremont Weir
1662,Location 111,Location 107,12363,Location 111 - Location 107,111,107,43,82071.64541,STMU.1,Yolo Bypass @ Fremont Weir,STMU.1-Yolo Bypass @ Fremont Weir
1663,Location 111,Location 33,12428,Location 111 - Location 33,111,33,108,137912.1276,YBUS_I80_180_1,Yolo Bypass @ Fremont Weir,YBUS_I80_180_1-Yolo Bypass @ Fremont Weir
1664,Location 111,Location 45,12424,Location 111 - Location 45,111,45,104,137786.3437,YBUS_I80_180_4,Yolo Bypass @ Fremont Weir,YBUS_I80_180_4-Yolo Bypass @ Fremont Weir
1665,Location 111,Location 37,12416,Location 111 - Location 37,111,37,96,137364.3399,YBUS_I80_180_13,Yolo Bypass @ Fremont Weir,YBUS_I80_180_13-Yolo Bypass @ Fremont Weir
1666,Location 111,Location 25,12373,Location 111 - Location 25,111,25,53,98151.72588,YB_BCW,Yolo Bypass @ Fremont Weir,YB_BCW-Yolo Bypass @ Fremont Weir
1667,Location 111,Location 31,12367,Location 111 - Location 31,111,31,47,91469.73837,GEO.d,Yolo Bypass @ Fremont Weir,GEO.d-Yolo Bypass @ Fremont Weir
1668,Location 111,Location 34,12420,Location 111 - Location 34,111,34,100,137598.2884,YBUS_I80_180_10,Yolo Bypass @ Fremont Weir,YBUS_I80_180_10-Yolo Bypass @ Fremont Weir
1669,Location 111,Location 40,12413,Location 111 - Location 40,111,40,93,137087.9011,YBUS_I80_180_16,Yolo Bypass @ Fremont Weir,YBUS_I80_180_16-Yolo Bypass @ Fremont Weir
1670,Location 111,Location 99,12326,Location 111 - Location 99,111,99,6,107.9853793,St63,Yolo Bypass @ Fremont Weir,St63-Yolo Bypass @ Fremont Weir
1671,Location 111,Location 93,12329,Location 111 - Location 93,111,93,9,1673.506586,St53,Yolo Bypass @ Fremont Weir,St53-Yolo Bypass @ Fremont Weir
1672,Location 111,Location 51,12429,Location 111 - Location 51,111,51,109,137932.0617,I80_1,Yolo Bypass @ Fremont Weir,I80_1-Yolo Bypass @ Fremont Weir
1673,Location 111,Location 52,12390,Location 111 - Location 52,111,52,70,115464.214,LPS.d,Yolo Bypass @ Fremont Weir,LPS.d-Yolo Bypass @ Fremont Weir
1674,Location 111,Location 39,12414,Location 111 - Location 39,111,39,94,137204.0628,YBUS_I80_180_15,Yolo Bypass @ Fremont Weir,YBUS_I80_180_15-Yolo Bypass @ Fremont Weir
1675,Location 111,Location 94,12332,Location 111 - Location 94,111,94,12,1708.838796,St54,Yolo Bypass @ Fremont Weir,St54-Yolo Bypass @ Fremont Weir
1676,Location 111,Location 22,12340,Location 111 - Location 22,111,22,20,59668.00388,BF.4,Yolo Bypass @ Fremont Weir,BF.4-Yolo Bypass @ Fremont Weir
1677,Location 111,Location 42,12411,Location 111 - Location 42,111,42,91,136828.2952,YBUS_I80_180_18,Yolo Bypass @ Fremont Weir,YBUS_I80_180_18-Yolo Bypass @ Fremont Weir
1678,Location 111,Location 12,12352,Location 111 - Location 12,111,12,32,72388.62432,3D,Yolo Bypass @ Fremont Weir,3D-Yolo Bypass @ Fremont Weir
1679,Location 111,Location 112,12432,Location 111 - Location 112,111,112,112,150938.2656,Yolo Bypass @ I5,Yolo Bypass @ Fremont Weir,Yolo Bypass @ I5-Yolo Bypass @ Fremont Weir
1680,Location 111,Location 41,12412,Location 111 - Location 41,111,41,92,136923.3007,YBUS_I80_180_17,Yolo Bypass @ Fremont Weir,YBUS_I80_180_17-Yolo Bypass @ Fremont Weir
1681,Location 112,Location 17,12435,Location 112 - Location 17,112,17,3,10811.46217,Abv_swanston_180,Yolo Bypass @ I5,Abv_swanston_180-Yolo Bypass @ I5
1682,Location 112,Location 91,12538,Location 112 - Location 91,112,91,106,152608.7451,St51,Yolo Bypass @ I5,St51-Yolo Bypass @ I5
1683,Location 112,Location 74,12503,Location 112 - Location 74,112,74,71,89821.94739,MOK.u,Yolo Bypass @ I5,MOK.u-Yolo Bypass @ I5
1684,Location 112,Location 90,12491,Location 112 - Location 90,112,90,59,79109.27609,SBGU.2,Yolo Bypass @ I5,SBGU.2-Yolo Bypass @ I5
1685,Location 112,Location 81,12482,Location 112 - Location 81,112,81,50,75599.16851,SACU.1,Yolo Bypass @ I5,SACU.1-Yolo Bypass @ I5
1686,Location 112,Location 50,12447,Location 112 - Location 50,112,50,15,13460.2353,YBUS_I80_180_9,Yolo Bypass @ I5,YBUS_I80_180_9-Yolo Bypass @ I5
