,Name2,Name1,ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_Length,Name_Og,Name_Og2,Name_corr
1970,Location 43,Location 11,532,Location 11 - Location 43,11,43,12,13977.86731,GEO.u,SBE.d,GEO.u-SBE.d
1971,Location 43,Location 31,1602,Location 31 - Location 43,31,43,42,52236.04525,MAL.8a,SBE.d,MAL.8a-SBE.d
1972,Location 43,Location 18,926,Location 18 - Location 43,18,43,42,52295.70428,MAL.11b,SBE.d,MAL.11b-SBE.d
1973,Location 43,Location 28,1446,Location 28 - Location 43,28,43,42,51951.94167,MAL.6,SBE.d,MAL.6-SBE.d
1974,Location 43,Location 15,770,Location 15 - Location 43,15,43,42,52152.3834,MAL.10a,SBE.d,MAL.10a-SBE.d
1975,Location 43,Location 32,1654,Location 32 - Location 43,32,43,42,52309.84802,MAL.8b,SBE.d,MAL.8b-SBE.d
1976,Location 43,Location 21,1082,Location 21 - Location 43,21,43,42,52387.34059,MAL.13,SBE.d,MAL.13-SBE.d
1977,Location 44,Location 41,2087,Location 41 - Location 44,41,44,7,4335.792817,SACU.3,SBE.u,SACU.3-SBE.u
1978,Location 44,Location 6,264,Location 6 - Location 44,6,44,4,19975.14843,BF.2,SBE.u,BF.2-SBE.u
1979,Location 44,Location 48,2462,Location 48 - Location 44,48,44,18,18841.35662,STMD.2,SBE.u,STMD.2-SBE.u
1980,Location 44,Location 49,2514,Location 49 - Location 44,49,44,18,18947.12991,STMD.3,SBE.u,STMD.3-SBE.u
1981,Location 44,Location 7,316,Location 7 - Location 44,7,44,4,19877.22365,BF.4,SBE.u,BF.4-SBE.u
1982,Location 44,Location 8,376,Location 8 - Location 44,8,44,12,19267.20929,CCH.1,SBE.u,CCH.1-SBE.u
1983,Location 44,Location 22,1135,Location 22 - Location 44,22,44,43,52466.16669,MAL.14,SBE.u,MAL.14-SBE.u
1984,Location 44,Location 42,2139,Location 42 - Location 44,42,44,7,4317.771933,SACU.4,SBE.u,SACU.4-SBE.u
1985,Location 44,Location 52,2659,Location 52 - Location 44,52,44,7,4675.358257,STMU.2,SBE.u,STMU.2-SBE.u
1986,Location 44,Location 9,428,Location 9 - Location 44,9,44,12,19254.00777,CCH.2,SBE.u,CCH.2-SBE.u
1987,Location 44,Location 5,212,Location 5 - Location 44,5,44,4,19958.14163,BF.1,SBE.u,BF.1-SBE.u
1988,Location 44,Location 16,823,Location 16 - Location 44,16,44,43,52334.72173,MAL.10b,SBE.u,MAL.10b-SBE.u
1989,Location 44,Location 37,1894,Location 37 - Location 44,37,44,22,23553.43727,SACD.3,SBE.u,SACD.3-SBE.u
1990,Location 44,Location 35,1790,Location 35 - Location 44,35,44,22,23665.02358,SACD.1,SBE.u,SACD.1-SBE.u
1991,Location 44,Location 29,1499,Location 29 - Location 44,29,44,43,52334.72173,MAL.7a,SBE.u,MAL.7a-SBE.u
1992,Location 44,Location 43,2186,Location 43 - Location 44,43,44,2,98.67647704,SBE.d,SBE.u,SBE.d-SBE.u
1993,Location 44,Location 17,875,Location 17 - Location 44,17,44,43,52306.14416,MAL.11a,SBE.u,MAL.11a-SBE.u
1994,Location 44,Location 47,2410,Location 47 - Location 44,47,44,18,18848.49883,STMD.1,SBE.u,STMD.1-SBE.u
1995,Location 44,Location 46,2351,Location 46 - Location 44,46,44,11,13954.45844,SBGU.2,SBE.u,SBGU.2-SBE.u
1996,Location 44,Location 23,1187,Location 23 - Location 44,23,44,43,52446.17256,MAL.17,SBE.u,MAL.17-SBE.u
1997,Location 44,Location 50,2566,Location 50 - Location 44,50,44,18,18938.00652,STMD.4,SBE.u,STMD.4-SBE.u
1998,Location 44,Location 44,2237,Location 44 - Location 44,44,44,1,0,SBE.u,SBE.u,SBE.u-SBE.u
1999,Location 44,Location 38,1946,Location 38 - Location 44,38,44,22,23553.43727,SACD.4,SBE.u,SACD.4-SBE.u
2000,Location 44,Location 31,1603,Location 31 - Location 44,31,44,43,52334.72173,MAL.8a,SBE.u,MAL.8a-SBE.u
2001,Location 44,Location 25,1291,Location 25 - Location 44,25,44,43,52140.88525,MAL.2,SBE.u,MAL.2-SBE.u
2002,Location 44,Location 19,979,Location 19 - Location 44,19,44,43,52227.35533,MAL.12a,SBE.u,MAL.12a-SBE.u
2003,Location 44,Location 36,1842,Location 36 - Location 44,36,44,22,23635.3201,SACD.2,SBE.u,SACD.2-SBE.u
2004,Location 44,Location 3,111,Location 3 - Location 44,3,44,7,74313.83192,Verona,SBE.u,Verona-SBE.u
2005,Location 44,Location 18,927,Location 18 - Location 44,18,44,43,52394.38076,MAL.11b,SBE.u,MAL.11b-SBE.u
2006,Location 44,Location 11,531,Location 11 - Location 44,11,44,11,13879.19083,GEO.u,SBE.u,GEO.u-SBE.u
2007,Location 44,Location 1,7,Location 1 - Location 44,1,44,7,137992.0289,Tisdale Weir,SBE.u,Tisdale Weir-SBE.u
2008,Location 44,Location 40,2035,Location 40 - Location 44,40,44,7,4216.16285,SACU.2,SBE.u,SACU.2-SBE.u
2009,Location 44,Location 51,2607,Location 51 - Location 44,51,44,7,4559.873477,STMU.1,SBE.u,STMU.1-SBE.u
2010,Location 44,Location 45,2299,Location 45 - Location 44,45,44,11,14052.42644,SBGD.2,SBE.u,SBGD.2-SBE.u
2011,Location 44,Location 39,1983,Location 39 - Location 44,39,44,7,4221.978085,SACU.1,SBE.u,SACU.1-SBE.u
2012,Location 44,Location 32,1655,Location 32 - Location 44,32,44,43,52408.52449,MAL.8b,SBE.u,MAL.8b-SBE.u
2013,Location 44,Location 26,1343,Location 26 - Location 44,26,44,43,52120.84668,MAL.4,SBE.u,MAL.4-SBE.u
2014,Location 44,Location 2,59,Location 2 - Location 44,2,44,7,79579.10344,Yolo Bypass @ Fremont Weir,SBE.u,Yolo Bypass @ Fremont Weir-SBE.u
2015,Location 44,Location 13,639,Location 13 - Location 44,13,44,15,37867.93822,LPS.u,SBE.u,LPS.u-SBE.u
2016,Location 44,Location 30,1551,Location 30 - Location 44,30,44,43,52424.49015,MAL.7b,SBE.u,MAL.7b-SBE.u
2017,Location 44,Location 24,1239,Location 24 - Location 44,24,44,43,52408.52449,MAL.18,SBE.u,MAL.18-SBE.u
2018,Location 44,Location 4,169,Location 4 - Location 44,4,44,13,71386.70996,Yolo Bypass @ I5,SBE.u,Yolo Bypass @ I5-SBE.u
2019,Location 44,Location 33,1687,Location 33 - Location 44,33,44,23,34868.99306,MOK.d,SBE.u,MOK.d-SBE.u
2020,Location 44,Location 10,479,Location 10 - Location 44,10,44,11,13961.0476,GEO.d,SBE.u,GEO.d-SBE.u
2021,Location 44,Location 20,1031,Location 20 - Location 44,20,44,43,52334.72173,MAL.12b,SBE.u,MAL.12b-SBE.u
2022,Location 44,Location 14,719,Location 14 - Location 44,14,44,43,52173.3782,MAL.1,SBE.u,MAL.1-SBE.u
2023,Location 44,Location 34,1739,Location 34 - Location 44,34,44,23,34765.12357,MOK.u,SBE.u,MOK.u-SBE.u
2024,Location 44,Location 27,1395,Location 27 - Location 44,27,44,43,52095.41826,MAL.5,SBE.u,MAL.5-SBE.u
2025,Location 44,Location 12,587,Location 12 - Location 44,12,44,15,37953.54877,LPS.d,SBE.u,LPS.d-SBE.u
2026,Location 44,Location 15,771,Location 15 - Location 44,15,44,43,52251.05988,MAL.10a,SBE.u,MAL.10a-SBE.u
2027,Location 44,Location 28,1447,Location 28 - Location 44,28,44,43,52050.61815,MAL.6,SBE.u,MAL.6-SBE.u
2028,Location 44,Location 21,1083,Location 21 - Location 44,21,44,43,52486.01707,MAL.13,SBE.u,MAL.13-SBE.u
2029,Location 45,Location 29,1490,Location 29 - Location 45,29,45,34,49378.14289,MAL.7a,SBGD.2,MAL.7a-SBGD.2
2030,Location 45,Location 35,1779,Location 35 - Location 45,35,45,11,17274.31671,SACD.1,SBGD.2,SACD.1-SBGD.2
2031,Location 45,Location 8,383,Location 8 - Location 45,8,45,19,24596.3559,CCH.1,SBGD.2,CCH.1-SBGD.2
2032,Location 45,Location 7,327,Location 7 - Location 45,7,45,15,31886.91379,BF.4,SBGD.2,BF.4-SBGD.2
2033,Location 45,Location 52,2664,Location 52 - Location 45,52,45,12,11463.80702,STMU.2,SBGD.2,STMU.2-SBGD.2
2034,Location 45,Location 41,2092,Location 41 - Location 45,41,45,12,9716.633626,SACU.3,SBGD.2,SACU.3-SBGD.2
2035,Location 45,Location 3,122,Location 3 - Location 45,3,45,18,86323.52205,Verona,SBGD.2,Verona-SBGD.2
2036,Location 45,Location 23,1178,Location 23 - Location 45,23,45,34,49489.59371,MAL.17,SBGD.2,MAL.17-SBGD.2
2037,Location 45,Location 22,1126,Location 22 - Location 45,22,45,34,49509.58784,MAL.14,SBGD.2,MAL.14-SBGD.2
2038,Location 45,Location 6,275,Location 6 - Location 45,6,45,15,31984.83856,BF.2,SBGD.2,BF.2-SBGD.2
2039,Location 45,Location 44,2248,Location 44 - Location 45,44,45,12,14052.42644,SBE.u,SBGD.2,SBE.u-SBGD.2
2040,Location 45,Location 9,435,Location 9 - Location 45,9,45,19,24609.55741,CCH.2,SBGD.2,CCH.2-SBGD.2
2041,Location 45,Location 49,2515,Location 49 - Location 45,49,45,19,21992.21038,STMD.3,SBGD.2,STMD.3-SBGD.2
2042,Location 45,Location 48,2463,Location 48 - Location 45,48,45,19,22097.98367,STMD.2,SBGD.2,STMD.2-SBGD.2
2043,Location 45,Location 36,1831,Location 36 - Location 45,36,45,11,17304.02019,SACD.2,SBGD.2,SACD.2-SBGD.2
2044,Location 45,Location 30,1542,Location 30 - Location 45,30,45,34,49467.91131,MAL.7b,SBGD.2,MAL.7b-SBGD.2
2045,Location 45,Location 24,1230,Location 24 - Location 45,24,45,34,49451.94565,MAL.18,SBGD.2,MAL.18-SBGD.2
2046,Location 45,Location 17,866,Location 17 - Location 45,17,45,34,49349.56531,MAL.11a,SBGD.2,MAL.11a-SBGD.2
2047,Location 45,Location 16,814,Location 16 - Location 45,16,45,34,49378.14289,MAL.10b,SBGD.2,MAL.10b-SBGD.2
2048,Location 45,Location 46,2342,Location 46 - Location 45,46,45,2,97.96800607,SBGU.2,SBGD.2,SBGU.2-SBGD.2
2049,Location 45,Location 4,176,Location 4 - Location 45,4,45,20,79010.7802,Yolo Bypass @ I5,SBGD.2,Yolo Bypass @ I5-SBGD.2
2050,Location 45,Location 33,1672,Location 33 - Location 45,33,45,8,23737.40002,MOK.d,SBGD.2,MOK.d-SBGD.2
2051,Location 45,Location 50,2567,Location 50 - Location 45,50,45,19,22001.33376,STMD.4,SBGD.2,STMD.4-SBGD.2
2052,Location 45,Location 45,2289,Location 45 - Location 45,45,45,1,0,SBGD.2,SBGD.2,SBGD.2-SBGD.2
2053,Location 45,Location 38,1935,Location 38 - Location 45,38,45,11,17385.90302,SACD.4,SBGD.2,SACD.4-SBGD.2
2054,Location 45,Location 5,223,Location 5 - Location 45,5,45,15,31967.83177,BF.1,SBGD.2,BF.1-SBGD.2
2055,Location 45,Location 42,2144,Location 42 - Location 45,42,45,12,9734.65451,SACU.4,SBGD.2,SACU.4-SBGD.2
2056,Location 45,Location 37,1883,Location 37 - Location 45,37,45,11,17385.90302,SACD.3,SBGD.2,SACD.3-SBGD.2
2057,Location 45,Location 12,580,Location 12 - Location 45,12,45,8,27575.96084,LPS.d,SBGD.2,LPS.d-SBGD.2
2058,Location 45,Location 40,2040,Location 40 - Location 45,40,45,12,9836.263592,SACU.2,SBGD.2,SACU.2-SBGD.2
2059,Location 45,Location 18,918,Location 18 - Location 45,18,45,34,49437.80191,MAL.11b,SBGD.2,MAL.11b-SBGD.2
2060,Location 45,Location 10,472,Location 10 - Location 45,10,45,4,1647.085629,GEO.d,SBGD.2,GEO.d-SBGD.2
2061,Location 45,Location 47,2411,Location 47 - Location 45,47,45,19,22090.84146,STMD.1,SBGD.2,STMD.1-SBGD.2
2062,Location 45,Location 39,1988,Location 39 - Location 45,39,45,12,9830.448358,SACU.1,SBGD.2,SACU.1-SBGD.2
2063,Location 45,Location 34,1724,Location 34 - Location 45,34,45,8,23633.53053,MOK.u,SBGD.2,MOK.u-SBGD.2
2064,Location 45,Location 51,2612,Location 51 - Location 45,51,45,12,11348.32224,STMU.1,SBGD.2,STMU.1-SBGD.2
2065,Location 45,Location 20,1022,Location 20 - Location 45,20,45,34,49378.14289,MAL.12b,SBGD.2,MAL.12b-SBGD.2
2066,Location 45,Location 13,632,Location 13 - Location 45,13,45,8,27490.35029,LPS.u,SBGD.2,LPS.u-SBGD.2
2067,Location 45,Location 31,1594,Location 31 - Location 45,31,45,34,49378.14289,MAL.8a,SBGD.2,MAL.8a-SBGD.2
2068,Location 45,Location 43,2196,Location 43 - Location 45,43,45,12,14151.10292,SBE.d,SBGD.2,SBE.d-SBGD.2
2069,Location 45,Location 19,970,Location 19 - Location 45,19,45,34,49270.77649,MAL.12a,SBGD.2,MAL.12a-SBGD.2
2070,Location 45,Location 1,18,Location 1 - Location 45,1,45,18,150001.719,Tisdale Weir,SBGD.2,Tisdale Weir-SBGD.2
2071,Location 45,Location 14,710,Location 14 - Location 45,14,45,34,49216.79935,MAL.1,SBGD.2,MAL.1-SBGD.2
2072,Location 45,Location 32,1646,Location 32 - Location 45,32,45,34,49451.94565,MAL.8b,SBGD.2,MAL.8b-SBGD.2
2073,Location 45,Location 11,524,Location 11 - Location 45,11,45,4,1565.22886,GEO.u,SBGD.2,GEO.u-SBGD.2
2074,Location 45,Location 21,1074,Location 21 - Location 45,21,45,34,49529.43822,MAL.13,SBGD.2,MAL.13-SBGD.2
2075,Location 45,Location 15,762,Location 15 - Location 45,15,45,34,49294.48103,MAL.10a,SBGD.2,MAL.10a-SBGD.2
2076,Location 45,Location 27,1386,Location 27 - Location 45,27,45,34,49138.83942,MAL.5,SBGD.2,MAL.5-SBGD.2
2077,Location 45,Location 2,70,Location 2 - Location 45,2,45,18,91588.79357,Yolo Bypass @ Fremont Weir,SBGD.2,Yolo Bypass @ Fremont Weir-SBGD.2
2078,Location 45,Location 25,1282,Location 25 - Location 45,25,45,34,49184.30641,MAL.2,SBGD.2,MAL.2-SBGD.2
2079,Location 45,Location 28,1438,Location 28 - Location 45,28,45,34,49094.0393,MAL.6,SBGD.2,MAL.6-SBGD.2
2080,Location 45,Location 26,1334,Location 26 - Location 45,26,45,34,49164.26784,MAL.4,SBGD.2,MAL.4-SBGD.2
2081,Location 46,Location 8,384,Location 8 - Location 46,8,46,20,24694.3239,CCH.1,SBGU.2,CCH.1-SBGU.2
2082,Location 46,Location 6,273,Location 6 - Location 46,6,46,13,31886.87056,BF.2,SBGU.2,BF.2-SBGU.2
2083,Location 46,Location 7,325,Location 7 - Location 46,7,46,13,31788.94578,BF.4,SBGU.2,BF.4-SBGU.2
2084,Location 46,Location 48,2464,Location 48 - Location 46,48,46,20,22195.95167,STMD.2,SBGU.2,STMD.2-SBGU.2
2085,Location 46,Location 52,2662,Location 52 - Location 46,52,46,10,11365.83901,STMU.2,SBGU.2,STMU.2-SBGU.2
2086,Location 46,Location 35,1780,Location 35 - Location 46,35,46,12,17372.28471,SACD.1,SBGU.2,SACD.1-SBGU.2
2087,Location 46,Location 22,1127,Location 22 - Location 46,22,46,35,49607.55585,MAL.14,SBGU.2,MAL.14-SBGU.2
2088,Location 46,Location 42,2142,Location 42 - Location 46,42,46,10,9636.686503,SACU.4,SBGU.2,SACU.4-SBGU.2
2089,Location 46,Location 47,2412,Location 47 - Location 46,47,46,20,22188.80947,STMD.1,SBGU.2,STMD.1-SBGU.2
2090,Location 46,Location 41,2090,Location 41 - Location 46,41,46,10,9618.66562,SACU.3,SBGU.2,SACU.3-SBGU.2
2091,Location 46,Location 51,2610,Location 51 - Location 46,51,46,10,11250.35423,STMU.1,SBGU.2,STMU.1-SBGU.2
2092,Location 46,Location 16,815,Location 16 - Location 46,16,46,35,49476.11089,MAL.10b,SBGU.2,MAL.10b-SBGU.2
2093,Location 46,Location 44,2246,Location 44 - Location 46,44,46,10,13954.45844,SBE.u,SBGU.2,SBE.u-SBGU.2
2094,Location 46,Location 29,1491,Location 29 - Location 46,29,46,35,49476.11089,MAL.7a,SBGU.2,MAL.7a-SBGU.2
2095,Location 46,Location 5,221,Location 5 - Location 46,5,46,13,31869.86376,BF.1,SBGU.2,BF.1-SBGU.2
2096,Location 46,Location 49,2516,Location 49 - Location 46,49,46,20,22090.17839,STMD.3,SBGU.2,STMD.3-SBGU.2
2097,Location 46,Location 9,436,Location 9 - Location 46,9,46,20,24707.52542,CCH.2,SBGU.2,CCH.2-SBGU.2
2098,Location 46,Location 36,1832,Location 36 - Location 46,36,46,12,17401.98819,SACD.2,SBGU.2,SACD.2-SBGU.2
2099,Location 46,Location 3,120,Location 3 - Location 46,3,46,16,86225.55405,Verona,SBGU.2,Verona-SBGU.2
2100,Location 46,Location 23,1179,Location 23 - Location 46,23,46,35,49587.56172,MAL.17,SBGU.2,MAL.17-SBGU.2
2101,Location 46,Location 17,867,Location 17 - Location 46,17,46,35,49447.53332,MAL.11a,SBGU.2,MAL.11a-SBGU.2
2102,Location 46,Location 1,16,Location 1 - Location 46,1,46,16,149903.751,Tisdale Weir,SBGU.2,Tisdale Weir-SBGU.2
2103,Location 46,Location 46,2341,Location 46 - Location 46,46,46,1,0,SBGU.2,SBGU.2,SBGU.2-SBGU.2
2104,Location 46,Location 4,177,Location 4 - Location 46,4,46,21,79108.7482,Yolo Bypass @ I5,SBGU.2,Yolo Bypass @ I5-SBGU.2
2105,Location 46,Location 50,2568,Location 50 - Location 46,50,46,20,22099.30177,STMD.4,SBGU.2,STMD.4-SBGU.2
2106,Location 46,Location 39,1986,Location 39 - Location 46,39,46,10,9732.480352,SACU.1,SBGU.2,SACU.1-SBGU.2
2107,Location 46,Location 38,1936,Location 38 - Location 46,38,46,12,17483.87102,SACD.4,SBGU.2,SACD.4-SBGU.2
2108,Location 46,Location 31,1595,Location 31 - Location 46,31,46,35,49476.11089,MAL.8a,SBGU.2,MAL.8a-SBGU.2
2109,Location 46,Location 43,2194,Location 43 - Location 46,43,46,10,14053.13491,SBE.d,SBGU.2,SBE.d-SBGU.2
2110,Location 46,Location 37,1884,Location 37 - Location 46,37,46,12,17483.87102,SACD.3,SBGU.2,SACD.3-SBGU.2
2111,Location 46,Location 30,1543,Location 30 - Location 46,30,46,35,49565.87931,MAL.7b,SBGU.2,MAL.7b-SBGU.2
2112,Location 46,Location 24,1231,Location 24 - Location 46,24,46,35,49549.91365,MAL.18,SBGU.2,MAL.18-SBGU.2
2113,Location 46,Location 18,919,Location 18 - Location 46,18,46,35,49535.76992,MAL.11b,SBGU.2,MAL.11b-SBGU.2
2114,Location 46,Location 11,523,Location 11 - Location 46,11,46,3,1467.260854,GEO.u,SBGU.2,GEO.u-SBGU.2
2115,Location 46,Location 10,471,Location 10 - Location 46,10,46,3,1549.117623,GEO.d,SBGU.2,GEO.d-SBGU.2
2116,Location 46,Location 40,2038,Location 40 - Location 46,40,46,10,9738.295586,SACU.2,SBGU.2,SACU.2-SBGU.2
2117,Location 46,Location 34,1723,Location 34 - Location 46,34,46,7,23535.56252,MOK.u,SBGU.2,MOK.u-SBGU.2
2118,Location 46,Location 45,2290,Location 45 - Location 46,45,46,2,97.96800607,SBGD.2,SBGU.2,SBGD.2-SBGU.2
2119,Location 46,Location 27,1387,Location 27 - Location 46,27,46,35,49236.80742,MAL.5,SBGU.2,MAL.5-SBGU.2
2120,Location 46,Location 32,1647,Location 32 - Location 46,32,46,35,49549.91365,MAL.8b,SBGU.2,MAL.8b-SBGU.2
2121,Location 46,Location 26,1335,Location 26 - Location 46,26,46,35,49262.23584,MAL.4,SBGU.2,MAL.4-SBGU.2
2122,Location 46,Location 25,1283,Location 25 - Location 46,25,46,35,49282.27441,MAL.2,SBGU.2,MAL.2-SBGU.2
2123,Location 46,Location 19,971,Location 19 - Location 46,19,46,35,49368.74449,MAL.12a,SBGU.2,MAL.12a-SBGU.2
2124,Location 46,Location 12,578,Location 12 - Location 46,12,46,6,27477.99284,LPS.d,SBGU.2,LPS.d-SBGU.2
2125,Location 46,Location 20,1023,Location 20 - Location 46,20,46,35,49476.11089,MAL.12b,SBGU.2,MAL.12b-SBGU.2
2126,Location 46,Location 14,711,Location 14 - Location 46,14,46,35,49314.76736,MAL.1,SBGU.2,MAL.1-SBGU.2
2127,Location 46,Location 33,1671,Location 33 - Location 46,33,46,7,23639.43201,MOK.d,SBGU.2,MOK.d-SBGU.2
2128,Location 46,Location 21,1075,Location 21 - Location 46,21,46,35,49627.40623,MAL.13,SBGU.2,MAL.13-SBGU.2
2129,Location 46,Location 15,763,Location 15 - Location 46,15,46,35,49392.44904,MAL.10a,SBGU.2,MAL.10a-SBGU.2
2130,Location 46,Location 2,68,Location 2 - Location 46,2,46,16,91490.82557,Yolo Bypass @ Fremont Weir,SBGU.2,Yolo Bypass @ Fremont Weir-SBGU.2
2131,Location 46,Location 13,630,Location 13 - Location 46,13,46,6,27392.38229,LPS.u,SBGU.2,LPS.u-SBGU.2
2132,Location 46,Location 28,1439,Location 28 - Location 46,28,46,35,49192.00731,MAL.6,SBGU.2,MAL.6-SBGU.2
2133,Location 47,Location 41,2094,Location 41 - Location 47,41,47,14,16970.1661,SACU.3,STMD.1,SACU.3-STMD.1
2134,Location 47,Location 7,329,Location 7 - Location 47,7,47,17,37732.83831,BF.4,STMD.1,BF.4-STMD.1
2135,Location 47,Location 35,1775,Location 35 - Location 47,35,47,7,4816.524753,SACD.1,STMD.1,SACD.1-STMD.1
2136,Location 47,Location 48,2446,Location 48 - Location 47,48,47,2,7.142205732,STMD.2,STMD.1,STMD.2-STMD.1
2137,Location 47,Location 42,2146,Location 42 - Location 47,42,47,14,16952.14522,SACU.4,STMD.1,SACU.4-STMD.1
2138,Location 47,Location 46,2359,Location 46 - Location 47,46,47,19,22188.80947,SBGU.2,STMD.1,SBGU.2-STMD.1
2139,Location 47,Location 3,124,Location 3 - Location 47,3,47,20,92169.44658,Verona,STMD.1,Verona-STMD.1
2140,Location 47,Location 8,371,Location 8 - Location 47,8,47,7,7219.415757,CCH.1,STMD.1,CCH.1-STMD.1
2141,Location 47,Location 22,1118,Location 22 - Location 47,22,47,26,33617.66786,MAL.14,STMD.1,MAL.14-STMD.1
2142,Location 47,Location 36,1827,Location 36 - Location 47,36,47,7,4786.821275,SACD.2,STMD.1,SACD.2-STMD.1
2143,Location 47,Location 47,2393,Location 47 - Location 47,47,47,1,0,STMD.1,STMD.1,STMD.1-STMD.1
2144,Location 47,Location 29,1482,Location 29 - Location 47,29,47,26,33486.22291,MAL.7a,STMD.1,MAL.7a-STMD.1
2145,Location 47,Location 33,1685,Location 33 - Location 47,33,47,21,32797.26798,MOK.d,STMD.1,MOK.d-STMD.1
2146,Location 47,Location 16,806,Location 16 - Location 47,16,47,26,33486.22291,MAL.10b,STMD.1,MAL.10b-STMD.1
2147,Location 47,Location 44,2250,Location 44 - Location 47,44,47,14,18848.49883,SBE.u,STMD.1,SBE.u-STMD.1
2148,Location 47,Location 38,1931,Location 38 - Location 47,38,47,7,4704.938444,SACD.4,STMD.1,SACD.4-STMD.1
2149,Location 47,Location 50,2551,Location 50 - Location 47,50,47,3,89.50769606,STMD.4,STMD.1,STMD.4-STMD.1
2150,Location 47,Location 43,2198,Location 43 - Location 47,43,47,14,18749.82235,SBE.d,STMD.1,SBE.d-STMD.1
2151,Location 47,Location 37,1879,Location 37 - Location 47,37,47,7,4704.938444,SACD.3,STMD.1,SACD.3-STMD.1
2152,Location 47,Location 5,225,Location 5 - Location 47,5,47,17,37813.75629,BF.1,STMD.1,BF.1-STMD.1
2153,Location 47,Location 49,2499,Location 49 - Location 47,49,47,3,98.63107876,STMD.3,STMD.1,STMD.3-STMD.1
2154,Location 47,Location 9,423,Location 9 - Location 47,9,47,7,7232.617272,CCH.2,STMD.1,CCH.2-STMD.1
2155,Location 47,Location 10,489,Location 10 - Location 47,10,47,21,23737.92709,GEO.d,STMD.1,GEO.d-STMD.1
2156,Location 47,Location 1,20,Location 1 - Location 47,1,47,20,155847.6435,Tisdale Weir,STMD.1,Tisdale Weir-STMD.1
2157,Location 47,Location 4,164,Location 4 - Location 47,4,47,8,61633.84005,Yolo Bypass @ I5,STMD.1,Yolo Bypass @ I5-STMD.1
2158,Location 47,Location 6,277,Location 6 - Location 47,6,47,17,37830.76309,BF.2,STMD.1,BF.2-STMD.1
2159,Location 47,Location 52,2666,Location 52 - Location 47,52,47,14,15222.99271,STMU.2,STMD.1,STMU.2-STMD.1
2160,Location 47,Location 45,2307,Location 45 - Location 47,45,47,19,22090.84146,SBGD.2,STMD.1,SBGD.2-STMD.1
2161,Location 47,Location 51,2614,Location 51 - Location 47,51,47,14,15338.47749,STMU.1,STMD.1,STMU.1-STMD.1
2162,Location 47,Location 31,1586,Location 31 - Location 47,31,47,26,33486.22291,MAL.8a,STMD.1,MAL.8a-STMD.1
2163,Location 47,Location 25,1274,Location 25 - Location 47,25,47,26,33292.38643,MAL.2,STMD.1,MAL.2-STMD.1
2164,Location 47,Location 19,962,Location 19 - Location 47,19,47,26,33378.85651,MAL.12a,STMD.1,MAL.12a-STMD.1
2165,Location 47,Location 30,1534,Location 30 - Location 47,30,47,26,33575.99133,MAL.7b,STMD.1,MAL.7b-STMD.1
2166,Location 47,Location 23,1170,Location 23 - Location 47,23,47,26,33597.67373,MAL.17,STMD.1,MAL.17-STMD.1
2167,Location 47,Location 17,858,Location 17 - Location 47,17,47,26,33457.64533,MAL.11a,STMD.1,MAL.11a-STMD.1
2168,Location 47,Location 11,541,Location 11 - Location 47,11,47,21,23656.07032,GEO.u,STMD.1,GEO.u-STMD.1
2169,Location 47,Location 20,1014,Location 20 - Location 47,20,47,26,33486.22291,MAL.12b,STMD.1,MAL.12b-STMD.1
2170,Location 47,Location 40,2042,Location 40 - Location 47,40,47,14,16850.53614,SACU.2,STMD.1,SACU.2-STMD.1
2171,Location 47,Location 34,1737,Location 34 - Location 47,34,47,21,32901.13746,MOK.u,STMD.1,MOK.u-STMD.1
2172,Location 47,Location 27,1378,Location 27 - Location 47,27,47,26,33246.91944,MAL.5,STMD.1,MAL.5-STMD.1
2173,Location 47,Location 2,72,Location 2 - Location 47,2,47,20,97434.7181,Yolo Bypass @ Fremont Weir,STMD.1,Yolo Bypass @ Fremont Weir-STMD.1
2174,Location 47,Location 39,1990,Location 39 - Location 47,39,47,14,16856.35137,SACU.1,STMD.1,SACU.1-STMD.1
2175,Location 47,Location 32,1638,Location 32 - Location 47,32,47,26,33560.02567,MAL.8b,STMD.1,MAL.8b-STMD.1
2176,Location 47,Location 26,1326,Location 26 - Location 47,26,47,26,33272.34786,MAL.4,STMD.1,MAL.4-STMD.1
2177,Location 47,Location 28,1430,Location 28 - Location 47,28,47,26,33202.11932,MAL.6,STMD.1,MAL.6-STMD.1
2178,Location 47,Location 12,595,Location 12 - Location 47,12,47,23,47420.55854,LPS.d,STMD.1,LPS.d-STMD.1
2179,Location 47,Location 24,1222,Location 24 - Location 47,24,47,26,33560.02567,MAL.18,STMD.1,MAL.18-STMD.1
2180,Location 47,Location 18,910,Location 18 - Location 47,18,47,26,33545.88193,MAL.11b,STMD.1,MAL.11b-STMD.1
2181,Location 47,Location 21,1066,Location 21 - Location 47,21,47,26,33637.51824,MAL.13,STMD.1,MAL.13-STMD.1
2182,Location 47,Location 14,702,Location 14 - Location 47,14,47,26,33324.87937,MAL.1,STMD.1,MAL.1-STMD.1
2183,Location 47,Location 15,754,Location 15 - Location 47,15,47,26,33402.56105,MAL.10a,STMD.1,MAL.10a-STMD.1
2184,Location 47,Location 13,647,Location 13 - Location 47,13,47,23,47334.94799,LPS.u,STMD.1,LPS.u-STMD.1
