"FishID","2016-02-18","2016-02-19","2016-02-20","2016-02-21","2016-02-22","2016-02-23","2016-02-24","2016-02-25","2016-02-26","2016-02-27","2016-02-28","2016-02-29","2016-03-01","2016-03-02","2016-03-03","2016-03-04","2016-03-05","2016-03-06","2016-03-07","2016-03-08","2016-03-09","2016-03-10","2016-03-11","2016-03-12","2016-03-13","2016-03-14","2016-03-15","2016-03-16","2016-03-17","2016-03-18","2016-03-19","2016-03-20","2016-03-21","2016-03-22","2016-03-23","2016-03-24","2016-03-25","2016-03-26","2016-03-27","2016-03-28","2016-03-29","2016-03-30","2016-03-31","2016-04-01","2016-04-02","2016-04-03","2016-04-04","2016-04-05","2016-04-06","2016-04-07","2016-04-08","2016-04-09","2016-04-10","2016-04-11","2016-04-12","2016-04-13","2016-04-14","2016-04-15","2016-04-16","2016-04-17","2016-04-18","2016-04-19","2016-04-20","2016-04-21","2016-04-22","2016-04-23","2016-04-24","2016-04-25","2016-04-26","2016-04-27","2016-04-28","2016-04-29","2016-04-30","2016-05-01","2016-05-02","2016-05-03","2016-05-04","2016-05-05","2016-05-06","2016-05-07","2016-05-08","2016-05-09","2016-05-10","2016-05-11","2016-05-12","2016-05-13","2016-05-14","2016-05-15","2016-05-16","2016-05-17","2016-05-18","2016-05-19","2016-05-20","2016-05-21","2016-05-22","2016-05-23","2016-05-24","2016-05-25"
"WR2016-346",NA,19666.95,96524.36,63139.48,35281.375,35281.375,21905.23,48681.5,16786.33,4272.69111111111,4272.69111111111,4272.69111111111,4272.69111111111,4272.69111111111,4272.69111111111,4272.69111111111,4272.69111111111,4272.69111111111,55105.87,1853.85,14978.47,14978.47,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-356",NA,19666.95,64494.86,32029.51,30447.53,32691.95,26861.105,26861.105,8420.275,8420.275,21905.23,14513.02,14513.02,36441.8,26382.34,26382.34,23807.23,21757.61,15745.9,38175.76,10313.905,10313.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-357",NA,64664.05,51527.27,30447.53,32691.95,92467.99,48681.5,69551.01,23807.23,37503.51,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-366",NA,19666.95,96524.36,63139.48,26861.105,26861.105,38745.78,65467.83,52764.68,23807.23,26102.23,11401.28,7175.66,7175.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-373",NA,19666.95,22498.55,22498.55,9748.88,9748.88,2287.82214285714,2287.82214285714,2287.82214285714,2287.82214285714,2287.82214285714,2287.82214285714,2287.82214285714,2287.82214285714,2287.82214285714,2287.82214285714,2287.82214285714,2287.82214285714,2287.82214285714,2287.82214285714,10149.1766666667,10149.1766666667,10149.1766666667,30729.31,30729.31,30729.31,30729.31,30729.31,30729.31,30729.31,61310.73,34979.13,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-374",NA,19666.95,64494.86,32029.51,30447.53,32691.95,53722.21,67771.82,36441.8,52764.68,40795.41,4330.47,11401.28,34979.13,14166.13,14166.13,14166.13,14166.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-383",NA,19666.95,22498.55,22498.55,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,1026.19789473684,6405.902,6405.902,6405.902,6405.902,6405.902,63139.48,92467.99,98570.8,69571.17,11401.28,7175.66,7175.66,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-399",NA,19666.95,96524.36,30447.53,32691.95,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,4883.83727272727,12915.26,12915.26,12915.26,118232.51,45564.84,15745.9,14351.32,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,3864.6165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-403",NA,19666.95,64494.86,32029.51,30447.53,32691.95,53722.21,67771.82,36441.8,76571.91,26102.23,11401.28,14351.32,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-405",NA,19666.95,79694.71,47277.19,32691.95,23520.9166666667,23520.9166666667,23520.9166666667,70586.73,55240.55,38117.69,29314.96,11401.28,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-407",NA,64664.05,34697.61,16829.66,63139.48,46233.995,46233.995,24340.75,24340.75,55240.55,38363.17,21073.17,11401.28,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-409",NA,19666.95,79694.71,47277.19,32691.95,53722.21,38745.78,29026.04,74896.01,44952.98,22892.03,11401.28,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-412",NA,19666.95,44997.1,34697.61,16829.66,30447.53,32691.95,53722.21,38745.78,65467.83,52764.68,40795.41,16943.47,15605.61,14351.32,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-419",NA,19666.95,44997.1,34697.61,16829.66,63139.48,30822.6633333333,30822.6633333333,30822.6633333333,65467.83,52764.68,23807.23,37503.51,20182.8,17992.96,10313.905,10313.905,18888.1733333333,18888.1733333333,18888.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-426",NA,64664.05,51527.27,63139.48,46233.995,46233.995,48681.5,55240.55,35757.65,22194.96,4204.33,11401.28,4783.77333333333,4783.77333333333,4783.77333333333,10313.905,10313.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-433",NA,64664.05,51527.27,63139.48,70574.745,70574.745,49889.3,23573.2133333333,23573.2133333333,23573.2133333333,15605.61,34979.13,18888.1733333333,18888.1733333333,18888.1733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-438",NA,64664.05,51527.27,30447.53,32691.95,70562.75,50931.27,36441.8,65628.45,27931.64,4330.47,8729.05,8689.84,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-440",NA,64664.05,51527.27,63139.48,53722.21,16840.55,50931.27,36441.8,52764.68,23807.23,21757.61,15745.9,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-444",NA,64664.05,51527.27,63139.48,53722.21,38745.78,48681.5,16786.33,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,2854.30230769231,5548.74,5548.74,5548.74,5548.74,15605.61,14351.32,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-449",NA,19666.95,79694.71,47277.19,32691.95,26861.105,26861.105,16840.55,21905.23,48681.5,51144.33,42213.91,26102.23,5700.64,5700.64,4783.77333333333,4783.77333333333,4783.77333333333,20627.81,5666.452,5666.452,5666.452,5666.452,5666.452,5666.452,5666.452,5666.452,5666.452,5666.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-451",NA,19666.95,96524.36,30447.53,32691.95,26861.105,26861.105,16840.55,50931.27,36441.8,65628.45,32701.06,12753.29,25752.6,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-457",NA,64664.05,51527.27,63139.48,17907.4033333333,17907.4033333333,17907.4033333333,3874.578,3874.578,3874.578,3874.578,3874.578,3874.578,3874.578,3874.578,3874.578,3874.578,48681.5,93358.24,30306.56,9985.64666666667,9985.64666666667,9985.64666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-459",NA,64664.05,51527.27,63139.48,26861.105,26861.105,16840.55,21905.23,48681.5,16786.33,38454.22,38117.69,21757.61,15745.9,14351.32,10313.905,10313.905,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-473",NA,64664.05,51527.27,63139.48,53722.21,16840.55,21905.23,29026.04,19655.46,69551.01,43642.14,21021.67,11401.28,4783.77333333333,4783.77333333333,4783.77333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-474",NA,64664.05,51527.27,30447.53,32691.95,35281.375,35281.375,21905.23,48681.5,49889.3,32525.49,32701.06,12753.29,11401.28,14351.32,20627.81,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,2179.40461538462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-475",NA,64664.05,81974.8,32691.95,92467.99,29026.04,74896.01,44952.98,10152.89,4330.47,25752.6,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-480",NA,64664.05,51527.27,63139.48,70562.75,21905.23,48681.5,4157.44166666667,4157.44166666667,4157.44166666667,4157.44166666667,4157.44166666667,4157.44166666667,4157.44166666667,4157.44166666667,4157.44166666667,4157.44166666667,4157.44166666667,4157.44166666667,65226.55,7557.35,11401.28,7175.66,7175.66,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-485",NA,64664.05,51527.27,30447.53,86414.15,38745.78,48681.5,69551.01,23807.23,34510.9,11401.28,7175.66,7175.66,20627.81,14166.13,14166.13,14166.13,14166.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-490",NA,19666.95,96524.36,63139.48,70562.75,50931.27,36441.8,73712.09,28962.04,8408.67,11401.28,3587.83,3587.83,3587.83,3587.83,6875.93666666667,6875.93666666667,6875.93666666667,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-491",NA,19666.95,64494.86,32029.51,15223.765,15223.765,32691.95,53722.21,38745.78,4425.59090909091,4425.59090909091,4425.59090909091,4425.59090909091,4425.59090909091,4425.59090909091,4425.59090909091,4425.59090909091,4425.59090909091,4425.59090909091,4425.59090909091,55240.55,38363.17,16742.7,4330.47,8729.05,43668.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-497",NA,19666.95,79694.71,16829.66,30447.53,16345.975,16345.975,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,3837.30071428571,38745.78,48681.5,16786.33,65628.45,32262.11,25752.6,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-506",NA,19666.95,79694.71,47277.19,32691.95,8953.70166666667,8953.70166666667,8953.70166666667,8953.70166666667,8953.70166666667,8953.70166666667,38745.78,14513.02,14513.02,9110.45,9110.45,9110.45,9110.45,83407.2,34574.48,7106.98,7106.98,14213.96,4737.98666666667,4737.98666666667,4737.98666666667,17992.96,20627.81,28332.26,28332.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-508",NA,19666.95,79694.71,47277.19,32691.95,53722.21,38745.78,29026.04,36441.8,17179,17179,4096.22,27174.24,32701.06,15745.9,7175.66,7175.66,20627.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-510",NA,19666.95,79694.71,16829.66,30447.53,32691.95,7674.60142857143,7674.60142857143,7674.60142857143,7674.60142857143,7674.60142857143,7674.60142857143,7674.60142857143,16840.55,21905.23,48681.5,16786.33,38454.22,59875.3,7872.95,7872.95,7175.66,7175.66,10313.905,10313.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-516",NA,19666.95,79694.71,16829.66,15223.765,15223.765,6883.64666666667,6883.64666666667,6883.64666666667,6883.64666666667,6883.64666666667,6883.64666666667,6883.64666666667,6883.64666666667,6883.64666666667,6883.64666666667,6883.64666666667,6883.64666666667,6883.64666666667,6883.64666666667,6883.64666666667,21905.23,48681.5,90998.2,26399.29,25752.6,10313.905,10313.905,4358.80923076923,4358.80923076923,4358.80923076923,4358.80923076923,4358.80923076923,4358.80923076923,4358.80923076923,4358.80923076923,4358.80923076923,4358.80923076923,4358.80923076923,4358.80923076923,4358.80923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WR2016-517",NA,19666.95,96524.36,15223.765,15223.765,16345.975,16345.975,10744.442,10744.442,10744.442,10744.442,10744.442,16840.55,23528.91,23528.91,23528.91,27620.275,27620.275,59875.3,15745.9,7175.66,7175.66,10313.905,10313.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
